year_month,geography,timeframe,date,type,avg_price,prices_total_volume,units_4046,units_4225,units_4770,total_bags,s_bags,l_bags,xl_bags
2020-07-01,Philadelphia,weekly,2020-07-12,conventional,1.04,761353.4,142627.35,278512.13,2295.98,337917.94,220840.79,113335.64,3741.51
2020-07-01,Philadelphia,weekly,2020-07-05,conventional,1.05,816857.1,159406.2,319071.03,2553.49,335826.38,224384.85,108202.01,3239.52
2020-06-01,Philadelphia,weekly,2020-06-28,conventional,1.22,717118.48,155001.54,243499.02,4237.88,314380.04,216829.18,96267.1,1283.76
2020-06-01,Philadelphia,weekly,2020-06-21,conventional,1.22,764058.11,148344.27,263842.57,2104.2,349767.07,227939.25,117941.92,3885.9
2020-07-01,Phoenix/Tucson,weekly,2020-07-12,conventional,0.81,1490727.03,565267.78,198462.4,3946.77,723002.41,245429.69,477452.87,119.85
2020-07-01,Phoenix/Tucson,weekly,2020-07-05,conventional,0.93,1490316.33,396396.01,241011.51,4449.19,848380.18,275187.41,572959.81,232.96
2020-06-01,Phoenix/Tucson,weekly,2020-06-28,conventional,0.85,1331134.7,355375.92,184172.43,4141.44,787303.89,257676.77,529152.37,474.75
2020-06-01,Phoenix/Tucson,weekly,2020-06-21,conventional,0.76,1513797.97,562498.21,210328.04,4839.79,736063.74,339601.11,396119.69,342.94
2020-07-01,Pittsburgh,weekly,2020-07-12,conventional,0.91,208303.87,65030.84,13900.64,90.18,129282.21,100174.74,26137.47,2970.0
2020-07-01,Pittsburgh,weekly,2020-07-05,conventional,1.19,160676.36,45842.94,14828.64,56.02,99948.76,81946.27,16985.82,1016.67
2020-06-01,Pittsburgh,weekly,2020-06-28,conventional,0.96,204851.51,68068.76,15924.63,56.72,120801.4,119527.66,277.08,996.66
2020-06-01,Pittsburgh,weekly,2020-06-21,conventional,1.24,151241.63,40930.87,14633.91,49.28,95627.57,91741.39,272.85,3613.33
2020-07-01,Plains,weekly,2020-07-12,conventional,1.03,2554887.97,1079819.97,499357.85,2381.91,973328.24,875394.99,46243.01,51690.24
2020-07-01,Plains,weekly,2020-07-05,conventional,1.0,3100080.53,1288145.37,579377.62,3667.6,1228889.94,1132569.05,50434.69,45886.2
2020-06-01,Plains,weekly,2020-06-28,conventional,1.0,2800944.48,1105902.09,520583.82,3798.34,1170660.23,1074702.18,54179.35,41778.7
2020-06-01,Plains,weekly,2020-06-21,conventional,0.89,3478622.27,1691713.67,620026.71,1877.17,1165004.72,1080709.6,56465.01,27830.11
2020-07-01,Portland,weekly,2020-07-12,conventional,1.18,846950.03,129357.84,95111.32,5271.25,617209.62,289917.8,303770.1,23521.72
2020-07-01,Portland,weekly,2020-07-05,conventional,1.14,903125.5,135307.52,78543.63,5408.49,683865.86,394494.48,261917.17,27454.21
2020-06-01,Portland,weekly,2020-06-28,conventional,1.16,779328.56,115563.0,75129.47,4902.78,583733.31,332774.51,227202.79,23756.01
2020-06-01,Portland,weekly,2020-06-21,conventional,0.94,1014145.41,133300.29,106229.67,5811.41,768804.04,478483.33,254528.85,35791.86
2020-07-01,Raleigh/Greensboro,weekly,2020-07-12,conventional,1.1,516464.63,224267.45,87271.32,6430.78,198495.08,110236.24,84462.18,3796.66
2020-07-01,Raleigh/Greensboro,weekly,2020-07-05,conventional,1.15,520165.47,236984.99,87835.94,7527.82,187816.72,128002.04,54604.69,5209.99
2020-06-01,Raleigh/Greensboro,weekly,2020-06-28,conventional,1.15,506828.32,243442.03,76347.61,7478.33,179560.35,136109.37,43100.98,350.0
2020-06-01,Raleigh/Greensboro,weekly,2020-06-21,conventional,1.17,506504.89,234243.98,79994.37,5791.04,186475.5,140449.7,46005.8,20.0
2020-07-01,Richmond/Norfolk,weekly,2020-07-12,conventional,0.97,422306.46,138973.46,77588.99,1586.26,204157.75,138866.24,60666.36,4625.15
2020-07-01,Richmond/Norfolk,weekly,2020-07-05,conventional,1.03,436705.93,137551.3,88596.9,1798.25,208759.48,153227.59,50199.06,5332.83
2020-06-01,Richmond/Norfolk,weekly,2020-06-28,conventional,1.03,390423.16,129598.49,78478.05,1739.82,180606.8,143459.52,35283.95,1863.33
2020-06-01,Richmond/Norfolk,weekly,2020-06-21,conventional,0.99,429310.1,138910.73,82191.11,1318.21,206890.05,159785.0,43056.66,4048.39
2020-07-01,Roanoke,weekly,2020-07-12,conventional,0.88,250839.73,86744.9,25926.34,93.31,138075.18,94917.42,39144.43,4013.33
2020-07-01,Roanoke,weekly,2020-07-05,conventional,0.95,247276.76,83839.07,30428.21,22.3,132987.18,102041.39,27649.24,3296.55
2020-06-01,Roanoke,weekly,2020-06-28,conventional,0.9,241502.95,100292.46,27068.59,1.45,114140.45,94811.27,18092.52,1236.66
2020-06-01,Roanoke,weekly,2020-06-21,conventional,0.91,259512.76,87912.91,26575.43,0.0,145024.42,121046.29,21728.13,2250.0
2020-07-01,Sacramento,weekly,2020-07-12,conventional,1.13,614886.93,169086.88,281187.27,4911.37,159701.41,97377.02,61351.41,972.98
2020-07-01,Sacramento,weekly,2020-07-05,conventional,1.54,584335.89,188645.61,198527.52,4954.28,192208.48,116950.4,59422.9,15835.18
2020-06-01,Sacramento,weekly,2020-06-28,conventional,1.18,650960.72,160093.56,236048.0,3590.76,251228.4,110847.48,117559.34,22821.58
2020-06-01,Sacramento,weekly,2020-06-21,conventional,1.34,588894.87,175085.72,220768.57,4455.84,188584.74,104999.01,62453.62,21132.11
2020-07-01,SanDiego,weekly,2020-07-12,conventional,1.01,807251.81,125522.06,48411.08,19958.72,613359.95,245845.97,290569.2,76944.78
2020-07-01,SanDiego,weekly,2020-07-05,conventional,1.15,811452.26,184190.04,32069.46,25262.52,569930.24,294591.35,175138.22,100200.67
2020-06-01,SanDiego,weekly,2020-06-28,conventional,1.19,639533.79,125843.82,27718.32,25101.36,460870.29,230264.2,159749.24,70856.85
2020-06-01,SanDiego,weekly,2020-06-21,conventional,1.17,689707.75,143691.96,27165.04,20478.97,498371.78,230507.22,172886.55,94978.01
2020-07-01,SanFrancisco,weekly,2020-07-12,conventional,1.58,952637.22,201604.57,283632.91,7372.29,460027.45,198792.59,257889.11,3345.75
2020-07-01,SanFrancisco,weekly,2020-07-05,conventional,1.66,993738.03,249335.71,239156.7,8088.15,497157.47,203570.24,255023.94,38563.29
2020-06-01,SanFrancisco,weekly,2020-06-28,conventional,1.05,1441216.33,187723.7,426319.58,6935.66,820237.39,178734.74,555316.04,86186.61
2020-06-01,SanFrancisco,weekly,2020-06-21,conventional,1.5,1044416.77,215090.57,269286.76,9771.56,550267.88,198074.09,250789.25,101404.54
2020-07-01,Seattle,weekly,2020-07-12,conventional,1.31,813933.23,104422.19,91416.81,2869.86,615224.37,313064.54,290497.57,11662.26
2020-07-01,Seattle,weekly,2020-07-05,conventional,1.36,775112.09,91856.17,95534.16,1803.8,585917.96,292642.72,287954.2,5321.04
2020-06-01,Seattle,weekly,2020-06-28,conventional,1.37,722101.53,83750.42,89514.51,928.61,547907.99,255645.86,292055.2,206.93
2020-06-01,Seattle,weekly,2020-06-21,conventional,1.4,736784.55,84954.44,102078.03,685.39,549066.69,268960.38,277336.73,2769.58
2020-07-01,SouthCarolina,weekly,2020-07-12,conventional,1.08,578944.78,261934.31,52683.39,3061.15,261265.93,209321.12,39484.86,12459.95
2020-07-01,SouthCarolina,weekly,2020-07-05,conventional,1.08,657689.6,305127.44,58944.64,3113.26,290504.26,227663.75,49640.51,13200.0
2020-06-01,SouthCarolina,weekly,2020-06-28,conventional,1.1,620414.1,305049.96,54122.48,3276.24,257965.42,198916.65,49787.66,9261.11
2020-06-01,SouthCarolina,weekly,2020-06-21,conventional,1.14,621165.58,287746.69,54928.53,3104.83,275385.53,211494.41,52482.22,11408.9
2020-07-01,SouthCentral,weekly,2020-07-12,conventional,0.8,8611079.26,3183520.32,745008.47,306114.31,4376436.16,3179434.27,1144459.36,52542.53
2020-07-01,SouthCentral,weekly,2020-07-05,conventional,0.81,9433569.84,3682952.49,890041.21,327912.55,4532663.59,2941374.59,1544281.07,47007.93
2020-06-01,SouthCentral,weekly,2020-06-28,conventional,0.82,8180088.97,2933809.44,909921.41,235835.82,4100522.3,2714397.92,1341909.72,44214.66
2020-06-01,SouthCentral,weekly,2020-06-21,conventional,0.85,8923734.94,3412369.9,837042.9,278172.01,4396150.13,3188674.41,1156575.63,50900.09
2020-07-01,Southeast,weekly,2020-07-12,conventional,1.04,5605494.71,2651917.2,240567.7,5278.35,2707731.46,2445495.03,218767.02,43469.41
2020-07-01,Southeast,weekly,2020-07-05,conventional,1.0,6633942.57,3169124.31,266561.09,5398.3,3192858.87,2776313.4,360436.7,56108.77
2020-06-01,Southeast,weekly,2020-06-28,conventional,1.02,6363160.78,3013126.97,243541.19,4949.67,3101542.95,2606191.17,459820.77,35531.01
2020-06-01,Southeast,weekly,2020-06-21,conventional,1.08,6062666.93,2769742.14,246853.45,4527.06,3041544.28,2511670.66,471895.53,57978.09
2020-07-01,Spokane,weekly,2020-07-12,conventional,1.15,155383.44,25847.9,14258.14,41.37,115236.03,69630.81,45560.22,45.0
2020-07-01,Spokane,weekly,2020-07-05,conventional,1.23,134204.61,24546.27,12072.91,63.63,97521.8,56907.05,40610.02,4.73
2020-06-01,Spokane,weekly,2020-06-28,conventional,1.3,124346.37,21848.34,12326.98,23.41,90147.64,50887.59,39228.08,31.97
2020-06-01,Spokane,weekly,2020-06-21,conventional,1.29,121925.9,21564.8,14395.2,19.13,85946.77,45275.23,39096.54,1575.0
2020-07-01,StLouis,weekly,2020-07-12,conventional,0.9,292914.14,135436.7,14624.02,194.58,142658.84,126846.29,1677.05,14135.5
2020-07-01,StLouis,weekly,2020-07-05,conventional,0.99,287301.34,124784.88,15405.85,1116.46,145994.15,130229.22,1915.41,13849.52
2020-06-01,StLouis,weekly,2020-06-28,conventional,0.96,280246.23,132451.71,13821.91,1354.28,132618.33,117678.89,1493.05,13446.39
2020-06-01,StLouis,weekly,2020-06-21,conventional,0.94,306671.2,148890.54,14640.97,289.13,142850.56,130220.43,2415.7,10214.43
2020-07-01,Syracuse,weekly,2020-07-12,conventional,1.2,115676.82,10807.52,48004.41,929.66,55935.23,33587.26,20472.41,1875.56
2020-07-01,Syracuse,weekly,2020-07-05,conventional,1.21,113918.48,14788.43,49561.09,1161.12,48407.84,35294.43,11294.52,1818.89
2020-06-01,Syracuse,weekly,2020-06-28,conventional,1.08,100557.97,10879.38,47369.33,956.23,41353.03,34681.46,6109.34,562.23
2020-06-01,Syracuse,weekly,2020-06-21,conventional,1.17,102834.16,11141.26,44473.57,1097.38,46121.95,37198.51,7407.89,1515.55
2020-07-01,Tampa,weekly,2020-07-12,conventional,1.03,553382.76,267057.09,20273.47,263.95,265788.25,252461.66,12779.93,546.66
2020-07-01,Tampa,weekly,2020-07-05,conventional,0.98,697943.02,316731.2,21537.73,290.51,359383.58,307982.03,47984.88,3416.67
2020-06-01,Tampa,weekly,2020-06-28,conventional,1.0,688665.9,285783.29,20323.78,265.28,382293.55,307411.95,74246.04,635.56
2020-06-01,Tampa,weekly,2020-06-21,conventional,1.12,638092.1,262702.72,21830.48,135.94,353422.96,268743.01,78017.73,6662.22
2020-07-01,TotalUS,weekly,2020-07-12,conventional,1.04,51081492.98,14418172.99,9424287.44,922494.66,26316384.15,16876196.39,8388109.49,1052078.27
2020-07-01,TotalUS,weekly,2020-07-05,conventional,1.06,55608056.7,16678146.96,9939269.55,1060183.59,27930345.43,18487694.16,8039467.23,1403184.04
2020-06-01,TotalUS,weekly,2020-06-28,conventional,1.04,51723709.35,14685424.96,9247457.73,927273.16,26863384.78,17913818.66,7768050.22,1181515.9
2020-06-01,TotalUS,weekly,2020-06-21,conventional,1.08,52151483.63,15717883.16,9295727.67,950151.32,26187642.59,17715891.54,7164224.45,1307526.6
2020-07-01,West,weekly,2020-07-12,conventional,1.0,9051421.72,2160293.34,1087680.58,51992.8,5751301.26,2672997.88,2920872.39,157430.99
2020-07-01,West,weekly,2020-07-05,conventional,1.07,9199885.27,1986633.12,1071800.03,64245.8,6077095.15,2919007.49,2979242.77,178844.89
2020-06-01,West,weekly,2020-06-28,conventional,1.05,8109131.56,1751279.0,913623.82,43076.04,5400983.98,2556498.66,2706045.76,138439.56
2020-06-01,West,weekly,2020-06-21,conventional,0.98,8803000.27,2162262.71,1101123.74,52545.22,5486989.71,2946708.89,2369876.98,170403.84
2020-07-01,WestTex/NewMexico,weekly,2020-07-12,conventional,0.85,1153467.71,393039.15,80262.29,55729.63,624436.64,394320.43,222524.64,7591.57
2020-07-01,WestTex/NewMexico,weekly,2020-07-05,conventional,0.87,1203648.87,397391.54,97716.85,82383.78,626156.7,454031.99,169831.93,2292.78
2020-06-01,WestTex/NewMexico,weekly,2020-06-28,conventional,0.86,1025762.98,367821.15,75073.05,48460.02,534408.76,391328.3,141261.77,1818.69
2020-06-01,WestTex/NewMexico,weekly,2020-06-21,conventional,0.87,1167255.48,422169.11,109432.79,74394.07,561259.51,433334.58,125641.96,2282.97
2020-07-01,Albany,weekly,2020-07-12,organic,1.52,3973.09,25.45,386.43,0.0,3561.21,1877.7,1683.51,0.0
2020-07-01,Albany,weekly,2020-07-05,organic,1.53,3508.64,41.29,367.38,0.0,3099.97,1509.2,1590.77,0.0
2020-06-01,Albany,weekly,2020-06-28,organic,1.57,3577.18,38.98,400.78,7.31,3130.11,1562.71,1567.4,0.0
2020-06-01,Albany,weekly,2020-06-21,organic,1.54,3724.22,55.93,331.92,0.0,3336.37,1751.74,1584.63,0.0
2020-07-01,Atlanta,weekly,2020-07-12,organic,1.63,39878.57,180.26,3777.21,0.0,35921.1,3749.89,32171.21,0.0
2020-07-01,Atlanta,weekly,2020-07-05,organic,1.64,42501.21,203.15,2976.71,0.0,39321.35,8790.08,30531.27,0.0
2020-06-01,Atlanta,weekly,2020-06-28,organic,1.59,41340.65,228.89,2636.15,0.0,38475.61,10015.4,28460.21,0.0
2020-06-01,Atlanta,weekly,2020-06-21,organic,1.49,45703.12,356.33,2936.99,0.0,42409.8,11066.91,31342.89,0.0
2020-07-01,Baltimore/Washington,weekly,2020-07-12,organic,1.7,58676.96,416.38,5292.37,14.55,52953.66,46810.64,6143.02,0.0
2020-07-01,Baltimore/Washington,weekly,2020-07-05,organic,1.8,59340.66,331.01,5654.87,26.43,53328.35,46402.81,6925.54,0.0
2020-06-01,Baltimore/Washington,weekly,2020-06-28,organic,1.8,58663.92,302.14,5730.66,11.88,52619.24,46934.15,5685.09,0.0
2020-06-01,Baltimore/Washington,weekly,2020-06-21,organic,1.8,60650.27,452.08,5614.8,10.55,54572.84,50368.68,4204.16,0.0
2020-07-01,Boise,weekly,2020-07-12,organic,1.67,8103.79,0.0,714.65,0.0,7389.14,1817.41,5473.96,97.77
2020-07-01,Boise,weekly,2020-07-05,organic,1.82,8128.32,0.0,806.08,0.0,7322.24,2397.64,4915.73,8.87
2020-06-01,Boise,weekly,2020-06-28,organic,1.77,6531.04,2.65,723.24,2.65,5802.5,2032.24,3767.31,2.95
2020-06-01,Boise,weekly,2020-06-21,organic,1.72,7409.46,60.9,969.1,0.0,6379.46,1728.15,4651.31,0.0
2020-07-01,Boston,weekly,2020-07-12,organic,1.96,38841.45,76.48,2041.25,0.0,36723.72,34687.19,2036.53,0.0
2020-07-01,Boston,weekly,2020-07-05,organic,1.95,40906.74,91.76,1406.25,0.0,39408.73,37470.91,1937.82,0.0
2020-06-01,Boston,weekly,2020-06-28,organic,1.96,41945.44,85.36,1362.16,0.0,40497.92,38816.48,1681.44,0.0
2020-06-01,Boston,weekly,2020-06-21,organic,1.94,45162.13,97.5,2436.34,0.0,42628.29,40233.14,2395.15,0.0
2020-07-01,Buffalo/Rochester,weekly,2020-07-12,organic,1.73,13961.75,713.59,246.24,6.28,12995.64,12995.64,0.0,0.0
2020-07-01,Buffalo/Rochester,weekly,2020-07-05,organic,1.73,9933.14,772.77,201.97,3.76,8954.64,8943.49,11.15,0.0
2020-06-01,Buffalo/Rochester,weekly,2020-06-28,organic,1.73,9317.56,702.74,283.1,0.0,8331.72,8331.72,0.0,0.0
2020-06-01,Buffalo/Rochester,weekly,2020-06-21,organic,1.74,12771.38,757.0,166.36,1.25,11846.77,11846.77,0.0,0.0
2020-07-01,California,weekly,2020-07-12,organic,1.85,386818.7,36136.47,24195.88,31.64,326454.71,186688.9,139765.81,0.0
2020-07-01,California,weekly,2020-07-05,organic,1.89,414696.02,39940.81,25555.73,41.1,349158.38,170142.42,179015.96,0.0
2020-06-01,California,weekly,2020-06-28,organic,1.72,366012.79,42054.24,22398.26,82.23,301478.06,155740.17,145737.89,0.0
2020-06-01,California,weekly,2020-06-21,organic,1.73,422817.15,35646.66,23902.64,50.6,363217.25,182394.85,180822.4,0.0
2020-07-01,Charlotte,weekly,2020-07-12,organic,1.68,19780.85,184.52,4795.2,52.83,14748.3,12943.67,1804.63,0.0
2020-07-01,Charlotte,weekly,2020-07-05,organic,1.72,16017.43,202.57,4950.24,78.24,10786.38,9782.17,1004.21,0.0
2020-06-01,Charlotte,weekly,2020-06-28,organic,1.59,20379.23,194.55,4766.6,46.99,15371.09,12639.43,2731.66,0.0
2020-06-01,Charlotte,weekly,2020-06-21,organic,1.66,18665.37,158.02,5199.41,45.85,13262.09,9267.17,3994.92,0.0
2020-07-01,Chicago,weekly,2020-07-12,organic,1.79,72740.3,829.56,5339.53,0.0,66571.21,10128.06,56443.15,0.0
2020-07-01,Chicago,weekly,2020-07-05,organic,1.87,64130.23,781.52,3784.0,0.0,59564.71,12458.01,47106.7,0.0
2020-06-01,Chicago,weekly,2020-06-28,organic,1.85,58925.11,642.08,4058.8,0.0,54224.23,12584.39,41639.84,0.0
2020-06-01,Chicago,weekly,2020-06-21,organic,1.78,83088.51,1023.74,6300.79,0.0,75763.98,17862.05,57901.93,0.0
2020-07-01,Cincinnati/Dayton,weekly,2020-07-12,organic,1.59,23451.54,113.5,3093.53,0.0,20244.51,2516.21,17728.3,0.0
2020-07-01,Cincinnati/Dayton,weekly,2020-07-05,organic,1.46,25528.14,118.07,3461.98,0.0,21948.09,1958.62,19989.47,0.0
2020-06-01,Cincinnati/Dayton,weekly,2020-06-28,organic,1.34,26690.09,139.72,3183.94,0.0,23366.43,3169.96,20196.47,0.0
2020-06-01,Cincinnati/Dayton,weekly,2020-06-21,organic,1.56,27117.66,86.49,2957.85,0.0,24073.32,3989.29,20084.03,0.0
2020-07-01,Columbus,weekly,2020-07-12,organic,1.38,13372.38,849.32,1159.79,0.0,11363.27,2714.83,8648.44,0.0
2020-07-01,Columbus,weekly,2020-07-05,organic,1.44,14441.05,885.78,1387.14,0.0,12168.13,2681.21,9486.92,0.0
2020-06-01,Columbus,weekly,2020-06-28,organic,1.44,14314.7,867.38,1224.25,0.0,12223.07,2501.82,9721.25,0.0
2020-06-01,Columbus,weekly,2020-06-21,organic,1.38,17124.09,996.81,942.46,0.0,15184.82,5237.26,9947.56,0.0
2020-07-01,Dallas/FtWorth,weekly,2020-07-12,organic,1.23,52835.92,2782.82,277.6,309.53,49465.97,35167.49,14298.48,0.0
2020-07-01,Dallas/FtWorth,weekly,2020-07-05,organic,1.28,62872.53,4273.27,251.75,532.55,57814.96,36992.54,20822.42,0.0
2020-06-01,Dallas/FtWorth,weekly,2020-06-28,organic,1.25,59006.34,3482.1,203.48,514.17,54806.59,33188.24,21618.35,0.0
2020-06-01,Dallas/FtWorth,weekly,2020-06-21,organic,1.27,60230.65,3865.55,217.05,607.18,55540.87,40619.29,14921.58,0.0
2020-07-01,Denver,weekly,2020-07-12,organic,1.41,52885.67,23120.76,2311.47,8.04,27445.4,17406.99,10038.41,0.0
2020-07-01,Denver,weekly,2020-07-05,organic,1.35,56736.68,17639.72,2522.02,2.29,36572.65,18716.28,17856.37,0.0
2020-06-01,Denver,weekly,2020-06-28,organic,1.38,52140.7,19791.5,2413.44,2.29,29933.47,16982.58,12950.89,0.0
2020-06-01,Denver,weekly,2020-06-21,organic,1.31,61814.66,13052.83,2130.01,1.14,46630.68,21310.68,25320.0,0.0
2020-07-01,Detroit,weekly,2020-07-12,organic,1.52,26914.01,407.62,2918.76,0.0,23574.72,5532.2,18042.52,0.0
2020-07-01,Detroit,weekly,2020-07-05,organic,1.44,27473.7,347.33,3020.64,0.0,24105.73,5484.56,18621.17,0.0
2020-06-01,Detroit,weekly,2020-06-28,organic,1.39,25931.07,372.5,2517.92,0.0,23037.05,4939.63,18097.42,0.0
2020-06-01,Detroit,weekly,2020-06-21,organic,1.48,32297.89,394.5,2788.83,0.0,29090.08,5244.91,23845.17,0.0
2020-07-01,GrandRapids,weekly,2020-07-12,organic,1.63,8953.35,76.77,2459.61,0.0,6416.97,6318.55,98.42,0.0
2020-07-01,GrandRapids,weekly,2020-07-05,organic,1.58,10649.02,32.55,2116.58,0.0,8499.89,8390.08,109.81,0.0
2020-06-01,GrandRapids,weekly,2020-06-28,organic,1.58,10304.31,22.17,2957.77,0.0,7324.37,7137.6,186.77,0.0
2020-06-01,GrandRapids,weekly,2020-06-21,organic,1.51,8903.02,11.79,1529.97,0.0,7361.26,7110.68,250.58,0.0
2020-07-01,GreatLakes,weekly,2020-07-12,organic,1.59,254135.86,6708.81,24096.57,12.53,223303.86,72405.65,150898.21,0.0
2020-07-01,GreatLakes,weekly,2020-07-05,organic,1.56,267427.27,7573.15,23736.33,0.0,236117.79,82246.44,153871.35,0.0
2020-06-01,GreatLakes,weekly,2020-06-28,organic,1.52,250240.76,6862.32,23779.32,14.07,219581.12,74756.68,144824.44,0.0
2020-06-01,GreatLakes,weekly,2020-06-21,organic,1.56,291970.49,7220.35,23435.89,34.37,261253.14,89710.54,171542.6,0.0
2020-07-01,Harrisburg/Scranton,weekly,2020-07-12,organic,1.62,12066.55,403.05,451.31,0.0,11212.19,11069.82,142.37,0.0
2020-07-01,Harrisburg/Scranton,weekly,2020-07-05,organic,1.61,13496.61,480.19,640.27,0.0,12376.15,12224.38,151.77,0.0
2020-06-01,Harrisburg/Scranton,weekly,2020-06-28,organic,1.58,14089.45,358.49,591.53,0.0,13139.43,13035.15,104.28,0.0
2020-06-01,Harrisburg/Scranton,weekly,2020-06-21,organic,1.6,13630.53,469.7,494.54,0.0,12666.29,12581.02,85.27,0.0
2020-07-01,Hartford/Springfield,weekly,2020-07-12,organic,2.05,16564.57,380.39,6237.05,0.0,9947.13,9947.13,0.0,0.0
2020-07-01,Hartford/Springfield,weekly,2020-07-05,organic,1.99,15421.2,458.39,4682.52,0.0,10280.29,10280.29,0.0,0.0
2020-06-01,Hartford/Springfield,weekly,2020-06-28,organic,1.96,16408.74,550.22,4578.28,34.78,11245.46,11245.46,0.0,0.0
2020-06-01,Hartford/Springfield,weekly,2020-06-21,organic,2.1,20968.35,565.04,9336.17,0.0,11067.14,11067.14,0.0,0.0
2020-07-01,Houston,weekly,2020-07-12,organic,1.28,38003.67,3515.42,17.9,0.0,34470.35,19511.52,14958.83,0.0
2020-07-01,Houston,weekly,2020-07-05,organic,1.31,41369.11,4763.74,22.42,6.73,36576.22,21830.96,14745.26,0.0
2020-06-01,Houston,weekly,2020-06-28,organic,1.26,39950.23,4540.29,0.0,0.0,35409.94,20464.76,14945.18,0.0
2020-06-01,Houston,weekly,2020-06-21,organic,1.3,36774.13,3965.17,0.0,0.0,32808.96,15558.29,17250.67,0.0
2020-07-01,Indianapolis,weekly,2020-07-12,organic,1.54,9397.53,212.36,987.86,0.0,8197.31,3206.16,4991.15,0.0
2020-07-01,Indianapolis,weekly,2020-07-05,organic,1.42,11365.03,270.35,1016.03,0.0,10078.65,3264.26,6814.39,0.0
2020-06-01,Indianapolis,weekly,2020-06-28,organic,1.38,11752.34,389.21,909.57,0.0,10453.56,2860.2,7593.36,0.0
2020-06-01,Indianapolis,weekly,2020-06-21,organic,1.45,14146.79,328.38,1182.89,26.83,12608.69,3262.08,9346.61,0.0
2020-07-01,Jacksonville,weekly,2020-07-12,organic,1.38,5136.61,86.86,342.42,0.0,4707.33,4171.61,535.72,0.0
2020-07-01,Jacksonville,weekly,2020-07-05,organic,1.22,5572.18,94.24,376.94,0.0,5101.0,5057.57,43.43,0.0
2020-06-01,Jacksonville,weekly,2020-06-28,organic,1.28,4665.17,48.27,343.85,0.0,4273.05,4215.56,57.49,0.0
2020-06-01,Jacksonville,weekly,2020-06-21,organic,1.29,4807.45,50.12,345.16,0.0,4412.17,4368.89,43.28,0.0
2020-07-01,LasVegas,weekly,2020-07-12,organic,1.46,18682.64,822.31,311.06,0.0,17549.27,9588.67,7960.6,0.0
2020-07-01,LasVegas,weekly,2020-07-05,organic,1.48,18343.77,671.79,310.59,0.0,17361.39,9544.8,7816.59,0.0
2020-06-01,LasVegas,weekly,2020-06-28,organic,1.47,18247.46,674.65,323.73,0.0,17249.08,10079.37,7169.71,0.0
2020-06-01,LasVegas,weekly,2020-06-21,organic,1.43,19987.53,752.33,525.6,0.0,18709.6,10538.2,8171.4,0.0
2020-07-01,LosAngeles,weekly,2020-07-12,organic,1.74,179453.27,9943.34,2297.49,8.04,167204.4,64674.41,102529.99,0.0
2020-07-01,LosAngeles,weekly,2020-07-05,organic,1.78,192707.41,11227.38,2389.74,16.06,179074.23,53319.1,125755.13,0.0
2020-06-01,LosAngeles,weekly,2020-06-28,organic,1.58,175853.92,8882.64,2755.32,0.0,164215.96,57237.58,106978.38,0.0
2020-06-01,LosAngeles,weekly,2020-06-21,organic,1.66,198345.26,9146.84,2521.78,1.61,186675.03,52178.6,134496.43,0.0
2020-07-01,Louisville,weekly,2020-07-12,organic,1.57,9362.92,3.0,1176.65,0.0,8183.27,253.56,7929.71,0.0
2020-07-01,Louisville,weekly,2020-07-05,organic,1.5,11022.47,1.23,1190.03,0.0,9831.21,824.82,9006.39,0.0
2020-06-01,Louisville,weekly,2020-06-28,organic,1.49,9591.72,1.22,880.19,0.0,8710.31,1127.92,7582.39,0.0
2020-06-01,Louisville,weekly,2020-06-21,organic,1.36,11573.98,0.0,1095.63,0.0,10478.35,2044.75,8433.6,0.0
2020-07-01,Miami/FtLauderdale,weekly,2020-07-12,organic,1.46,11165.53,263.56,86.75,0.0,10815.22,9263.0,1552.22,0.0
2020-07-01,Miami/FtLauderdale,weekly,2020-07-05,organic,1.15,16925.99,275.31,4.67,0.0,16646.01,16639.34,6.67,0.0
2020-06-01,Miami/FtLauderdale,weekly,2020-06-28,organic,1.22,15260.88,308.67,4.87,0.0,14947.34,14944.01,3.33,0.0
2020-06-01,Miami/FtLauderdale,weekly,2020-06-21,organic,1.21,16345.66,330.11,0.0,0.0,16015.55,15982.22,33.33,0.0
2020-07-01,Midsouth,weekly,2020-07-12,organic,1.59,283237.48,2895.94,34640.1,222.48,245478.96,141232.96,104246.0,0.0
2020-07-01,Midsouth,weekly,2020-07-05,organic,1.57,295498.92,3407.49,34333.61,321.96,257435.86,151757.42,105678.44,0.0
2020-06-01,Midsouth,weekly,2020-06-28,organic,1.54,294346.78,2552.84,33764.87,213.38,257815.69,159252.59,98563.1,0.0
2020-06-01,Midsouth,weekly,2020-06-21,organic,1.53,284153.67,2985.91,35629.36,255.42,245282.98,137083.11,108199.87,0.0
2020-07-01,Nashville,weekly,2020-07-12,organic,1.58,19584.5,77.11,2095.23,0.0,17412.16,1991.14,15421.02,0.0
2020-07-01,Nashville,weekly,2020-07-05,organic,1.48,21636.06,104.81,1495.88,0.0,20035.37,3626.45,16408.92,0.0
2020-06-01,Nashville,weekly,2020-06-28,organic,1.43,20466.02,105.38,1330.38,0.0,19030.26,4022.91,15007.35,0.0
2020-06-01,Nashville,weekly,2020-06-21,organic,1.37,23510.17,113.12,1775.28,0.0,21621.77,4510.47,17111.3,0.0
