,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags
7250,2019-05-26,Charlotte,1.41,122117.77,62185.81,7134.64,105605.09,10503.56,13.33
7252,2019-05-26,Chicago,1.7,108846.01,293199.15,35722.18,132757.01,110434.22,9103.98
7254,2019-05-26,Cincinnati/Dayton,1.28,60342.83,31459.63,9720.43,168165.67,30365.4,3197.15
7256,2019-05-26,Columbus,1.25,52985.15,30834.42,3722.11,86492.86,47204.57,941.84
7258,2019-05-26,Dallas/FtWorth,0.93,627476.5,254285.69,24182.49,494948.1,173373.77,95.22
7260,2019-05-26,Denver,1.18,211116.89,160381.26,7547.98,168989.69,352292.52,135.9
7262,2019-05-26,Detroit,1.35,87305.16,51207.98,61444.72,203424.44,46073.03,5616.99
7264,2019-05-26,GrandRapids,1.61,5168.25,61490.17,58803.33,39467.28,5296.47,12294.94
7266,2019-05-26,GreatLakes,1.38,664400.35,992408.41,285005.85,1275624.98,673007.91,55354.77
7268,2019-05-26,Harrisburg/Scranton,1.32,53213.36,159577.09,583.41,122332.76,11228.91,3610.0
7270,2019-05-26,Hartford/Springfield,1.5,7737.01,317377.38,571.17,65428.71,5432.79,848.8
7272,2019-05-26,Houston,0.97,476251.41,130700.73,5727.67,288353.27,387692.65,41.52
7274,2019-05-26,Indianapolis,1.25,41519.31,61899.7,7134.88,93934.09,43613.15,1226.28
7276,2019-05-26,Jacksonville,1.34,89915.17,9552.34,894.87,44113.59,80625.29,13.33
7278,2019-05-26,LasVegas,1.22,80082.27,110582.68,8861.43,85180.9,82482.14,525.96
7280,2019-05-26,LosAngeles,1.43,838904.2,349068.13,98311.0,1107447.04,141947.67,115417.21
7282,2019-05-26,Louisville,1.3,24158.44,15616.91,207.0,51758.62,31135.91,343.33
7284,2019-05-26,Miami/FtLauderdale,1.36,339878.95,30585.4,5199.41,168629.6,411061.24,33.33
7288,2019-05-26,Nashville,1.07,121351.67,7467.88,462.36,116124.03,43347.36,7.88
7290,2019-05-26,NewOrleans/Mobile,0.95,205538.36,18546.69,984.45,126673.71,44752.84,3966.67
7292,2019-05-26,NewYork,1.62,50932.68,1209224.61,14896.88,488279.82,83041.18,3046.08
7296,2019-05-26,NorthernNewEngland,1.5,10387.36,479237.74,324.67,34313.14,32334.5,673.33
7298,2019-05-26,Orlando,1.29,211365.7,14129.45,4284.42,113103.12,146284.37,3.33
7300,2019-05-26,Philadelphia,1.45,32804.22,292256.2,2594.87,193370.67,34409.95,3737.77
7302,2019-05-26,Phoenix/Tucson,1.0,303730.05,323811.06,17704.58,209102.04,415386.55,10.0
7304,2019-05-26,Pittsburgh,1.28,38152.12,19254.03,1801.18,39096.65,58096.65,153.33
7306,2019-05-26,Plains,1.31,893849.72,511140.09,26183.34,686450.48,113947.65,4125.46
7308,2019-05-26,Portland,1.44,80286.44,223832.19,16147.03,155008.45,196091.42,7234.19
7310,2019-05-26,Raleigh/Greensboro,1.34,185926.04,64553.32,7493.99,127736.27,19085.58,0.0
7312,2019-05-26,Richmond/Norfolk,1.3,82739.79,74725.66,2477.8,121530.64,29596.63,5250.0
7314,2019-05-26,Roanoke,1.26,53311.62,32070.9,209.51,72823.18,30014.25,1956.67
7316,2019-05-26,Sacramento,1.61,129704.24,238239.36,2117.11,70340.88,14009.86,2617.02
7318,2019-05-26,SanDiego,1.52,95784.71,145294.91,19858.56,182029.85,37938.8,540.55
7320,2019-05-26,SanFrancisco,1.79,182700.94,446707.09,8444.91,124281.99,36481.96,6666.01
7322,2019-05-26,Seattle,1.66,103162.72,170231.78,1184.81,110995.97,187136.48,381.21
7324,2019-05-26,SouthCarolina,1.32,218684.04,52210.26,3098.51,150506.95,51494.78,5331.45
7326,2019-05-26,SouthCentral,1.02,2941634.15,997006.96,145883.58,1909944.08,1005436.07,6430.24
7330,2019-05-26,Spokane,1.52,26300.35,28167.32,69.31,17701.53,29220.11,68.97
7332,2019-05-26,StLouis,1.13,117418.22,9237.59,743.38,117011.11,11287.11,613.89
7334,2019-05-26,Syracuse,1.37,3685.53,57844.71,127.0,17955.37,14318.95,966.67
7336,2019-05-26,Tampa,1.22,229623.96,17544.57,2357.67,127229.13,198494.3,13.33
7342,2019-05-26,WestTex/NewMexico,1.18,407579.65,109794.21,78585.53,208343.38,85736.35,46.44
7344,2019-06-02,Albany,1.52,3396.41,98544.23,281.0,7924.36,4439.72,3383.34
7346,2019-06-02,Atlanta,1.04,319390.94,28981.01,3366.78,295909.19,99612.63,13747.58
7348,2019-06-02,Baltimore/Washington,1.46,130931.51,519480.98,10390.33,206736.34,96696.28,15490.0
7350,2019-06-02,Boise,1.25,38252.59,11544.25,9011.32,21195.19,42725.99,959.92
7352,2019-06-02,Boston,1.58,10051.95,547913.45,3006.05,131810.18,6486.44,4533.33
7354,2019-06-02,Buffalo/Rochester,1.29,7455.23,85918.65,345.26,73427.52,13775.17,5560.0
7358,2019-06-02,Charlotte,1.27,134849.3,60765.63,6646.43,106272.7,9681.78,0.0
7360,2019-06-02,Chicago,1.53,111844.54,283532.55,36825.83,144503.73,175538.17,2817.26
7362,2019-06-02,Cincinnati/Dayton,1.01,89767.77,32056.92,9001.2,240137.93,17484.67,11664.61
7364,2019-06-02,Columbus,0.97,77298.99,36207.61,2368.42,106436.1,37436.87,5764.06
7366,2019-06-02,Dallas/FtWorth,0.95,535192.18,306226.65,21761.36,390388.82,335911.52,23.49
7368,2019-06-02,Denver,1.03,202600.09,180681.59,7652.55,163618.04,503886.7,1112.23
7370,2019-06-02,Detroit,1.03,177763.38,61542.37,90001.61,297729.42,45278.48,6991.71
7372,2019-06-02,GrandRapids,1.47,5026.47,82675.69,86917.1,27009.98,4496.52,11506.91
7374,2019-06-02,GreatLakes,1.16,900214.58,1059327.48,382341.53,1611468.51,768567.31,71296.18
7376,2019-06-02,Harrisburg/Scranton,1.24,60292.51,182958.12,512.24,93970.26,10808.96,13036.67
7378,2019-06-02,Hartford/Springfield,1.53,6867.25,313137.11,847.93,53807.57,5559.63,3043.33
7380,2019-06-02,Houston,0.96,410421.27,206246.4,5123.23,183777.89,581407.93,75.97
7382,2019-06-02,Indianapolis,1.0,67392.15,67558.36,5511.51,135633.79,25515.37,2841.12
7384,2019-06-02,Jacksonville,1.34,81652.91,7126.78,1019.42,39637.7,87021.2,6.67
7386,2019-06-02,LasVegas,1.04,76598.19,121866.62,8119.93,84519.42,142251.72,4606.06
7388,2019-06-02,LosAngeles,1.29,819844.77,332516.92,174215.57,1142700.6,253257.41,408007.91
7390,2019-06-02,Louisville,1.0,32915.45,16016.88,272.87,74958.07,25844.35,0.0
7392,2019-06-02,Miami/FtLauderdale,1.38,318346.08,26757.15,6206.72,176938.11,396673.46,1643.33
7396,2019-06-02,Nashville,1.04,118021.11,6550.22,464.58,132062.27,32095.14,22.2
7398,2019-06-02,NewOrleans/Mobile,1.06,185488.3,19396.92,1094.0,83864.97,42463.35,5073.33
7400,2019-06-02,NewYork,1.64,48850.66,1182920.45,17352.41,375783.7,123876.17,6592.68
7404,2019-06-02,NorthernNewEngland,1.53,8459.71,469902.89,429.3,31592.71,26798.6,4310.0
7406,2019-06-02,Orlando,1.29,197086.55,12516.58,5449.47,114267.28,149130.44,6.67
7408,2019-06-02,Philadelphia,1.39,35117.89,307400.72,2849.96,151075.89,41487.86,9627.18
7410,2019-06-02,Phoenix/Tucson,0.99,315100.94,251069.23,14409.08,235642.25,308838.33,9862.05
7412,2019-06-02,Pittsburgh,1.25,33461.75,15347.75,2026.01,33861.94,58267.61,700.0
7414,2019-06-02,Plains,1.25,859645.82,535499.15,27641.58,693540.68,129684.18,24261.73
7416,2019-06-02,Portland,1.17,65529.77,286188.31,15607.86,182543.83,332867.54,5147.22
7418,2019-06-02,Raleigh/Greensboro,1.17,211154.72,68658.09,7419.32,125707.24,18295.89,3.33
7420,2019-06-02,Richmond/Norfolk,1.05,113179.21,63957.81,2393.86,137512.63,23241.07,14486.67
7422,2019-06-02,Roanoke,0.99,70858.34,29212.82,144.32,114985.91,24207.2,6703.33
7424,2019-06-02,Sacramento,1.64,125637.51,250404.68,3387.86,72927.47,15646.83,4601.27
7426,2019-06-02,SanDiego,1.37,104207.92,127656.5,26513.63,191827.09,90082.83,608.6
7428,2019-06-02,SanFrancisco,1.88,174943.77,426037.4,10135.67,137172.86,50313.62,9235.31
7430,2019-06-02,Seattle,1.37,92290.71,215767.12,1475.08,118004.42,304779.9,432.27
7432,2019-06-02,SouthCarolina,1.24,205647.33,48060.62,3109.29,161968.82,51817.43,6366.19
7434,2019-06-02,SouthCentral,1.01,2626097.55,1186069.79,138507.65,1571371.6,1605612.98,61634.3
7438,2019-06-02,Spokane,1.26,23464.32,34815.93,65.27,15671.8,49359.49,35.11
7440,2019-06-02,StLouis,1.22,94548.79,8979.93,625.95,96931.35,14772.52,1539.44
7442,2019-06-02,Syracuse,1.37,2530.77,49463.76,128.0,22480.84,5023.31,3233.33
7444,2019-06-02,Tampa,1.23,196678.99,14222.8,3187.01,133765.26,194779.42,53.33
7450,2019-06-02,WestTex/NewMexico,1.08,440303.74,104899.96,69458.32,217252.01,131810.91,4141.91
7452,2019-06-09,Albany,1.57,5065.27,144127.47,217.01,9000.49,6223.31,336.66
7454,2019-06-09,Atlanta,1.05,330087.44,29035.92,2662.4,330571.74,65608.36,10126.67
7456,2019-06-09,Baltimore/Washington,1.47,127176.72,479394.15,9591.83,197805.87,122757.18,1080.0
7458,2019-06-09,Boise,1.32,35179.68,10079.78,8504.63,22502.49,26085.59,1042.05
7460,2019-06-09,Boston,1.47,10003.2,610745.82,2701.47,158078.48,5555.08,1050.0
7462,2019-06-09,Buffalo/Rochester,1.29,9381.02,76808.69,244.26,80156.73,12901.81,1120.0
7466,2019-06-09,Charlotte,1.34,126197.17,55790.93,6031.85,88693.77,10223.79,1943.33
7468,2019-06-09,Chicago,1.24,113661.42,241242.96,33717.27,122078.15,476310.13,692.24
7470,2019-06-09,Cincinnati/Dayton,1.04,88182.19,20656.48,9760.62,169216.45,20471.21,8488.6
7472,2019-06-09,Columbus,0.95,76108.86,21849.85,2462.56,138093.75,29825.4,5270.53
7474,2019-06-09,Dallas/FtWorth,0.97,505035.95,307713.44,21075.58,394804.82,291168.8,48.98
7476,2019-06-09,Denver,1.04,195371.12,192461.81,6298.5,166261.37,493613.62,3256.25
7478,2019-06-09,Detroit,1.06,169065.24,44821.99,49693.63,264205.86,30364.12,7766.84
7480,2019-06-09,GrandRapids,1.68,5482.29,58240.23,37329.38,29405.08,9488.99,2742.07
7482,2019-06-09,GreatLakes,1.14,865240.17,806054.58,217730.35,1468790.9,999807.62,57631.71
7484,2019-06-09,Harrisburg/Scranton,1.18,71323.73,186932.63,601.39,78781.13,28803.14,1836.67
7486,2019-06-09,Hartford/Springfield,1.53,7224.6,320461.14,722.04,53782.66,12378.64,663.33
7488,2019-06-09,Houston,0.97,433169.39,232094.2,4262.35,178108.04,555305.25,44.89
7490,2019-06-09,Indianapolis,1.04,57819.53,44328.87,5921.63,118622.21,12660.51,5362.15
7492,2019-06-09,Jacksonville,1.43,90507.27,10319.95,725.08,38457.37,65083.2,1226.67
7494,2019-06-09,LasVegas,1.06,74917.74,104249.91,5755.85,85870.14,167123.46,984.56
7496,2019-06-09,LosAngeles,1.16,838244.41,652923.78,185462.2,1192528.77,310607.96,310110.6
7498,2019-06-09,Louisville,1.01,32493.03,14152.55,187.55,62889.77,23423.94,683.33
7500,2019-06-09,Miami/FtLauderdale,1.34,327621.34,32540.71,4669.43,137568.55,448572.57,8056.66
7504,2019-06-09,Nashville,1.1,111249.05,6882.99,521.26,142160.35,22545.34,1354.58
7506,2019-06-09,NewOrleans/Mobile,1.09,199230.06,27453.54,874.97,77288.46,45964.44,4140.01
7508,2019-06-09,NewYork,1.63,49341.42,1102402.66,16206.84,364758.8,194205.14,1402.49
7512,2019-06-09,NorthernNewEngland,1.4,7841.22,534293.43,393.94,34002.24,45838.22,1233.33
7514,2019-06-09,Orlando,1.26,212315.59,16258.28,3660.5,118471.06,149142.45,103.33
7516,2019-06-09,Philadelphia,1.38,35225.4,301022.13,2557.6,125715.38,72914.53,2321.17
7518,2019-06-09,Phoenix/Tucson,1.1,344534.07,207559.94,12447.45,253395.05,300705.92,3366.39
7520,2019-06-09,Pittsburgh,1.23,32990.82,13120.47,2324.08,32156.7,62143.11,190.0
7522,2019-06-09,Plains,1.25,845950.31,490288.97,24410.57,637525.07,128498.12,56610.04
7524,2019-06-09,Portland,1.08,73216.91,287745.48,15137.94,184187.16,205507.66,5506.59
7526,2019-06-09,Raleigh/Greensboro,1.22,196576.41,64381.0,6391.54,107052.89,18882.83,10.0
7528,2019-06-09,Richmond/Norfolk,1.05,121081.25,57572.35,1956.62,140837.93,18532.42,1886.67
7530,2019-06-09,Roanoke,1.02,71389.35,24130.96,126.28,88151.42,24663.88,2810.0
7532,2019-06-09,Sacramento,1.68,164759.84,227646.35,2900.45,80708.9,19372.38,2276.07
7534,2019-06-09,SanDiego,1.09,92253.92,247808.68,27370.91,164348.93,120028.06,5574.82
7536,2019-06-09,SanFrancisco,1.75,256313.93,451537.17,9540.36,139428.82,62687.11,5182.32
7538,2019-06-09,Seattle,1.44,93354.82,201648.58,1305.19,132086.56,201822.13,170.42
7540,2019-06-09,SouthCarolina,1.27,207123.07,47198.09,2564.16,152167.02,44068.51,7856.66
7542,2019-06-09,SouthCentral,1.02,2567489.66,1225718.25,138828.6,1569424.27,1486551.89,75625.77
7546,2019-06-09,Spokane,1.31,21982.18,30204.38,60.13,21975.6,28408.62,33.77
7548,2019-06-09,StLouis,1.32,83531.95,10641.76,650.29,87256.26,15990.31,5436.67
7550,2019-06-09,Syracuse,1.43,3965.39,61419.53,97.0,25903.29,5996.48,790.0
7552,2019-06-09,Tampa,1.2,224790.88,20547.23,2257.13,134416.48,195884.19,393.33
7558,2019-06-09,WestTex/NewMexico,1.15,388867.4,96967.34,73343.85,187255.0,137773.93,281.43
7560,2019-06-16,Albany,1.25,3796.12,132610.05,211.08,8257.88,6229.54,163.33
7562,2019-06-16,Atlanta,1.16,297234.39,27441.3,2616.89,309714.6,64454.2,7175.79
7564,2019-06-16,Baltimore/Washington,1.5,100007.42,454434.01,10681.48,186457.3,122018.56,1562.21
7566,2019-06-16,Boise,1.61,34006.89,6845.07,10681.23,21738.88,17928.87,1167.93
7568,2019-06-16,Boston,1.48,9171.17,573856.38,2405.34,138381.59,6527.65,236.66
7570,2019-06-16,Buffalo/Rochester,1.32,7494.16,80365.9,241.52,77411.89,13835.89,344.44
7574,2019-06-16,Charlotte,1.52,97226.77,54669.57,5656.01,89305.06,9600.85,3233.33
7576,2019-06-16,Chicago,1.54,114237.58,234937.51,41994.24,134701.27,221184.02,399.31
7578,2019-06-16,Cincinnati/Dayton,1.35,55346.44,21158.77,8761.11,154494.62,29325.17,4952.49
7580,2019-06-16,Columbus,1.21,52436.75,20254.17,2766.43,97295.43,39450.95,3015.34
7582,2019-06-16,Dallas/FtWorth,1.04,572248.22,256691.33,20723.84,413605.13,159665.35,85.3
7584,2019-06-16,Denver,1.17,185430.49,150567.86,6315.46,150832.78,476748.98,2182.85
7586,2019-06-16,Detroit,1.3,85961.41,43806.45,51645.79,238083.54,22975.07,10745.1
7588,2019-06-16,GrandRapids,1.53,5533.88,56942.67,41375.68,52518.28,4885.96,8466.2
7590,2019-06-16,GreatLakes,1.35,625321.95,792338.52,238698.06,1383683.2,658582.57,63491.05
7592,2019-06-16,Harrisburg/Scranton,1.19,66572.94,177771.16,452.69,78189.7,33277.23,743.33
7594,2019-06-16,Hartford/Springfield,1.51,6479.87,303816.19,576.56,53538.34,10543.88,266.67
7596,2019-06-16,Houston,1.09,446101.37,175332.5,3819.26,170814.76,432527.78,46.45
7598,2019-06-16,Indianapolis,1.32,35767.08,47442.28,5228.76,103954.8,12368.67,5868.27
7600,2019-06-16,Jacksonville,1.46,77075.08,7889.85,725.95,34902.45,71585.54,1600.0
7602,2019-06-16,LasVegas,1.26,67292.31,75747.5,3387.93,81667.19,120969.23,13.03
7604,2019-06-16,LosAngeles,1.37,910737.58,335107.26,164994.2,1235700.15,195749.86,210212.42
7606,2019-06-16,Louisville,1.33,22124.96,12375.83,183.52,46128.29,25105.9,2147.77
7608,2019-06-16,Miami/FtLauderdale,1.36,306479.02,31151.87,4715.96,129954.07,429871.07,30.0
7612,2019-06-16,Nashville,1.23,101717.14,7300.78,428.0,122248.05,28804.46,4803.34
7614,2019-06-16,NewOrleans/Mobile,1.11,175681.12,21438.66,821.02,78370.53,38092.56,3413.34
7616,2019-06-16,NewYork,1.6,48200.16,1118389.0,16626.54,366275.96,180535.7,1128.72
7620,2019-06-16,NorthernNewEngland,1.09,9099.28,734254.11,331.95,26142.25,34732.19,96.67
7622,2019-06-16,Orlando,1.27,204640.65,14717.41,3542.13,111862.2,153597.64,363.33
7624,2019-06-16,Philadelphia,1.39,30702.35,289979.66,2896.98,131514.56,70780.94,654.44
7626,2019-06-16,Phoenix/Tucson,1.09,340354.24,258146.23,9513.05,240500.17,284287.35,29.24
7628,2019-06-16,Pittsburgh,1.24,34400.45,15242.03,1235.52,31576.45,58742.56,388.89
7630,2019-06-16,Plains,1.32,787561.03,482050.15,22600.98,543095.5,112187.9,55779.86
7632,2019-06-16,Portland,1.56,78410.53,172831.24,15436.95,184585.8,127276.46,5736.2
7634,2019-06-16,Raleigh/Greensboro,1.42,155894.69,61713.24,7878.99,97105.44,17200.22,6.67
7636,2019-06-16,Richmond/Norfolk,1.31,80384.11,55306.42,2061.91,121720.17,21555.96,1134.45
7638,2019-06-16,Roanoke,1.3,50078.52,27482.45,135.96,64019.47,28823.32,1236.67
7640,2019-06-16,Sacramento,1.78,122341.32,237645.31,4488.84,81355.68,20062.45,4483.14
7642,2019-06-16,SanDiego,1.47,99264.54,127519.94,26132.89,183350.5,71131.27,4211.01
7644,2019-06-16,SanFrancisco,1.82,185875.58,442823.59,13462.24,148692.09,53199.79,10956.59
7646,2019-06-16,Seattle,1.8,98595.85,162268.46,1114.17,142674.95,136766.24,89.67
7648,2019-06-16,SouthCarolina,1.36,186108.56,42588.01,2515.2,136705.19,43603.51,12906.67
7650,2019-06-16,SouthCentral,1.08,2712104.36,1024955.99,121500.85,1562997.08,1016862.79,77901.77
7654,2019-06-16,Spokane,1.63,21763.4,26939.89,50.0,25090.19,17612.84,23.53
7656,2019-06-16,StLouis,1.29,86797.97,9746.68,533.76,71963.85,13194.77,3605.56
7658,2019-06-16,Syracuse,1.32,2767.46,57159.02,105.79,24779.38,5617.06,393.33
7660,2019-06-16,Tampa,1.21,209980.11,17889.75,2321.73,134119.94,197378.19,10.0
7666,2019-06-16,WestTex/NewMexico,1.08,393061.78,83489.82,65191.52,195168.11,110673.56,13.33
7668,2019-06-23,Albany,1.15,3101.14,117841.69,403.44,10479.75,7295.68,1752.53
7670,2019-06-23,Atlanta,1.21,325860.67,28622.51,2606.88,270795.27,66930.21,10602.22
7672,2019-06-23,Baltimore/Washington,1.48,101522.38,443216.15,9505.42,205393.66,130935.74,8221.29
7674,2019-06-23,Boise,1.76,32134.38,6691.2,7937.15,20428.52,19245.84,178.29
7676,2019-06-23,Boston,1.5,11733.4,557669.27,2700.5,128949.0,9416.93,2989.46
7678,2019-06-23,Buffalo/Rochester,1.29,7681.33,73055.83,246.73,72322.11,13799.76,3111.06
7682,2019-06-23,Charlotte,1.52,99584.8,50264.39,5521.57,87754.22,33206.87,2994.44
7684,2019-06-23,Chicago,1.64,109927.69,242816.41,31084.39,122027.59,110151.08,1861.28
7686,2019-06-23,Cincinnati/Dayton,1.55,43617.45,24538.31,8912.26,70149.74,32940.23,19969.41
7688,2019-06-23,Columbus,1.31,43446.79,22475.51,2462.35,96335.56,34574.58,5107.48
7690,2019-06-23,Dallas/FtWorth,0.99,552291.07,322728.45,21686.34,370938.22,298370.02,181.56
7692,2019-06-23,Denver,1.33,169849.37,141666.16,6682.56,154882.51,403818.54,2904.32
7694,2019-06-23,Detroit,1.31,90229.7,45543.63,45373.42,210611.72,17539.44,12155.66
7696,2019-06-23,GrandRapids,1.51,3509.59,79315.63,40731.46,30186.9,2115.92,12102.27
7698,2019-06-23,GreatLakes,1.41,574599.02,859450.16,213598.4,1124094.37,507592.29,99773.61
7700,2019-06-23,Harrisburg/Scranton,1.21,52509.02,186063.3,767.67,71981.8,39971.74,5714.57
7702,2019-06-23,Hartford/Springfield,1.53,6885.82,251299.39,2398.73,55626.3,14252.44,2353.31
7704,2019-06-23,Houston,0.96,446028.41,287790.81,3497.25,154199.78,604095.25,176.67
7706,2019-06-23,Indianapolis,1.39,30446.84,47788.45,5194.71,86781.57,17687.28,4986.87
7708,2019-06-23,Jacksonville,1.54,71891.43,6303.61,780.3,32880.41,73239.52,2915.56
7710,2019-06-23,LasVegas,1.19,61123.24,90559.98,620.91,89001.11,136361.19,169.7
7712,2019-06-23,LosAngeles,1.49,726651.59,330056.29,124910.87,1112621.8,161783.72,208148.24
7714,2019-06-23,Louisville,1.48,16821.91,12886.97,187.66,39979.54,27925.94,2451.17
7716,2019-06-23,Miami/FtLauderdale,1.57,281682.34,25785.01,4333.28,124325.05,361779.39,2057.79
7720,2019-06-23,Nashville,1.26,100210.04,6731.2,536.67,110901.99,29511.35,5213.33
7722,2019-06-23,NewOrleans/Mobile,1.18,162777.92,15004.24,868.2,79131.58,53734.82,3637.78
7724,2019-06-23,NewYork,1.57,44228.57,945840.91,41321.96,329913.38,197073.03,5428.31
7728,2019-06-23,NorthernNewEngland,1.41,6640.25,437697.37,321.5,22818.99,42281.84,3413.09
7730,2019-06-23,Orlando,1.45,197664.84,13942.34,3600.76,116129.89,117741.97,2825.57
7732,2019-06-23,Philadelphia,1.36,28381.46,286468.67,6979.56,119687.5,71135.61,5043.54
7734,2019-06-23,Phoenix/Tucson,1.05,266040.03,260156.04,5225.67,221327.05,382270.3,2040.0
7736,2019-06-23,Pittsburgh,1.21,30619.51,16829.97,429.27,38444.08,58735.28,1722.86
7738,2019-06-23,Plains,1.17,957082.62,481604.63,21782.28,727159.77,82786.59,62771.62
7740,2019-06-23,Portland,1.66,76619.78,163188.46,13873.0,165486.99,111563.38,5523.64
7742,2019-06-23,Raleigh/Greensboro,1.41,153283.34,61459.55,5784.64,101566.58,52608.4,46.67
7744,2019-06-23,Richmond/Norfolk,1.36,76029.22,60541.9,2079.55,124926.28,23311.61,4640.59
7746,2019-06-23,Roanoke,1.34,44730.29,28859.77,186.2,66888.57,34935.81,2891.56
7748,2019-06-23,Sacramento,1.7,150506.28,221360.8,3927.66,85632.23,19205.1,4077.8
7750,2019-06-23,SanDiego,1.58,77672.55,133132.72,21305.26,156970.1,56426.71,4132.09
7752,2019-06-23,SanFrancisco,1.71,302284.33,401445.16,10726.59,135019.85,50535.73,9174.26
7754,2019-06-23,Seattle,1.89,83324.78,137256.81,963.49,128295.33,124145.84,80.42
7756,2019-06-23,SouthCarolina,1.41,192526.42,41511.68,2282.63,129719.15,54476.77,11443.33
7758,2019-06-23,SouthCentral,1.03,2638176.74,1331871.97,137896.77,1440308.95,1578415.54,73719.86
7762,2019-06-23,Spokane,1.75,20574.7,20738.45,42.07,22028.34,16622.88,56.02
7764,2019-06-23,StLouis,1.49,75969.76,9555.43,589.04,83174.53,12695.91,6319.53
7766,2019-06-23,Syracuse,1.25,2227.62,55307.17,100.14,24004.97,5474.66,2014.4
7768,2019-06-23,Tampa,1.35,188703.49,15276.32,2207.8,146879.58,169323.39,117.79
7774,2019-06-23,WestTex/NewMexico,1.16,297717.74,112109.92,73804.71,187401.88,128618.57,10749.5
7776,2019-06-30,Albany,1.43,3055.26,89188.85,432.44,9481.75,12376.33,1439.85
7778,2019-06-30,Atlanta,1.25,287920.31,24930.87,2611.75,276146.3,60211.82,9402.76
7780,2019-06-30,Baltimore/Washington,1.51,88330.85,448444.16,9677.18,172781.11,162165.49,6064.58
7782,2019-06-30,Boise,1.7,30426.7,7014.61,9422.66,18686.08,22054.63,487.36
7784,2019-06-30,Boston,1.48,9049.22,535741.75,2714.98,137684.14,13561.62,1729.99
7786,2019-06-30,Buffalo/Rochester,1.31,2754.41,76443.7,245.98,76577.96,18240.2,2297.46
7790,2019-06-30,Charlotte,1.56,96449.24,53779.7,6114.78,86773.46,15097.27,1849.99
7792,2019-06-30,Chicago,1.69,96558.24,260320.96,34541.38,127384.38,109041.65,1794.42
7794,2019-06-30,Cincinnati/Dayton,1.45,48086.87,29491.83,8833.51,115981.99,43310.02,18270.01
7796,2019-06-30,Columbus,1.32,50866.01,26059.38,4316.32,95054.34,34489.91,4661.44
7798,2019-06-30,Dallas/FtWorth,1.06,459932.12,328479.85,21482.92,389999.08,318937.34,1612.87
7800,2019-06-30,Denver,1.34,165390.96,153065.63,7081.97,235760.34,304868.81,2118.64
7802,2019-06-30,Detroit,1.31,90271.38,49420.47,65100.96,224260.2,34451.16,17811.29
7804,2019-06-30,GrandRapids,1.68,3577.38,58670.79,59285.38,31785.71,4306.68,16861.79
7806,2019-06-30,GreatLakes,1.44,601641.14,880723.11,293977.43,1234085.51,536548.83,117118.75
7808,2019-06-30,Harrisburg/Scranton,1.13,44167.06,227079.17,986.66,67379.85,51135.28,3191.21
7810,2019-06-30,Hartford/Springfield,1.5,7424.15,290975.75,2097.68,50499.72,15543.88,1477.53
7812,2019-06-30,Houston,0.98,400298.01,351894.74,3079.88,143480.95,406951.97,579.63
