,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags
1410,2018-04-08,Boise,1.04,40129.59,11448.41,12896.87,22121.34,46473.4,204.46
1412,2018-04-08,Boston,1.33,26143.84,508099.32,1803.62,102162.12,18017.99,1556.66
1414,2018-04-08,Buffalo/Rochester,1.14,13539.0,67384.31,110.12,39798.97,39471.2,693.34
1418,2018-04-08,Charlotte,1.34,64036.02,83598.94,6350.51,97365.51,8009.41,0.0
1420,2018-04-08,Chicago,1.39,114128.35,466558.84,171886.3,119528.39,15220.3,1396.53
1422,2018-04-08,Cincinnati/Dayton,0.94,54491.21,18162.42,44166.3,193595.35,29783.51,11043.1
1424,2018-04-08,Columbus,1.03,50128.33,18091.28,3384.57,92224.02,29030.4,1094.74
1426,2018-04-08,Dallas/FtWorth,0.87,596649.15,291020.04,7933.08,311038.4,109397.12,18529.35
1428,2018-04-08,Denver,0.98,155978.72,349024.09,15274.64,145672.92,460863.49,2.66
1430,2018-04-08,Detroit,1.13,68837.72,38059.34,33045.52,190165.67,24936.84,13388.34
1432,2018-04-08,GrandRapids,1.47,2392.22,54643.59,34700.83,49170.31,4805.04,11091.6
1434,2018-04-08,GreatLakes,1.2,661613.73,960344.62,398070.89,1364755.53,304898.15,75939.22
1436,2018-04-08,Harrisburg/Scranton,1.14,79677.07,114109.16,300.97,101547.58,6102.42,2303.34
1438,2018-04-08,Hartford/Springfield,1.38,19541.78,251344.77,353.4,76436.7,1381.25,1756.66
1440,2018-04-08,Houston,0.82,556314.13,273937.42,6774.93,451383.5,136617.55,596.67
1442,2018-04-08,Indianapolis,1.1,39637.31,33870.91,9364.92,84247.45,14087.91,5919.89
1444,2018-04-08,Jacksonville,1.1,143048.14,14115.74,602.04,35369.01,23839.32,116.67
1446,2018-04-08,LasVegas,1.04,84029.23,134629.37,7288.71,84622.21,58659.33,396.67
1448,2018-04-08,LosAngeles,0.97,1213275.37,493085.63,67947.52,1347878.13,58419.42,38117.95
1450,2018-04-08,Louisville,0.9,39849.33,18903.4,222.03,55766.47,23235.74,1319.63
1452,2018-04-08,Miami/FtLauderdale,1.39,466647.94,54811.32,2021.82,101707.2,72445.5,670.0
1456,2018-04-08,Nashville,0.88,128291.25,9818.69,883.41,131899.26,39428.44,2356.56
1458,2018-04-08,NewOrleans/Mobile,1.06,203415.5,30236.33,2296.52,87043.9,7897.35,346.66
1460,2018-04-08,NewYork,1.36,63897.16,854905.68,782.68,706732.46,22324.7,2920.0
1464,2018-04-08,NorthernNewEngland,1.09,45675.35,595867.24,1498.28,29274.27,29799.93,1186.67
1466,2018-04-08,Orlando,1.22,290369.07,27884.24,1871.15,91891.14,59482.39,200.0
1468,2018-04-08,Philadelphia,1.29,45718.62,229115.99,557.42,184487.72,18825.89,2310.0
1470,2018-04-08,Phoenix/Tucson,0.73,479463.67,324647.16,14913.76,209155.34,333957.93,5466.67
1472,2018-04-08,Pittsburgh,1.25,37924.74,18256.68,1374.88,41134.96,33016.24,10.0
1474,2018-04-08,Plains,1.1,972583.51,627336.86,9462.81,564795.29,72035.89,580.08
1476,2018-04-08,Portland,0.81,71056.0,510471.71,17060.63,116179.72,404313.72,2485.64
1478,2018-04-08,Raleigh/Greensboro,1.23,107505.1,113825.82,6000.58,140163.19,10171.33,0.0
1480,2018-04-08,Richmond/Norfolk,0.99,73134.65,91961.75,2597.54,125172.17,25871.9,153.33
1482,2018-04-08,Roanoke,0.9,64039.47,38388.58,452.75,98215.79,28302.03,490.0
1484,2018-04-08,Sacramento,0.9,203035.15,435717.83,982.09,67704.33,1205.69,6380.24
1486,2018-04-08,SanDiego,1.06,158065.84,166091.53,17061.0,184278.51,12965.79,2363.33
1488,2018-04-08,SanFrancisco,0.87,408167.43,922121.38,2041.12,122851.0,338.29,3708.11
1490,2018-04-08,Seattle,1.12,107039.99,215990.38,1161.46,130585.63,354087.09,2431.73
1492,2018-04-08,SouthCarolina,1.11,224051.45,74992.53,3967.85,137991.8,41665.6,3528.89
1494,2018-04-08,SouthCentral,0.88,3024676.53,1306785.35,38315.08,1790315.79,533469.21,63539.81
1498,2018-04-08,Spokane,1.08,23440.49,33803.98,499.24,20848.06,42402.5,397.33
1500,2018-04-08,StLouis,1.29,84648.59,13382.36,741.74,76177.79,23479.87,2.0
1502,2018-04-08,Syracuse,1.09,9266.65,45294.85,136.68,17079.39,13127.01,0.0
1504,2018-04-08,Tampa,1.31,312496.2,35860.27,1457.56,90329.11,63683.34,226.67
1510,2018-04-08,WestTex/NewMexico,0.83,448080.45,217515.37,10428.78,151092.59,102860.2,2073.33
1512,2018-04-15,Albany,1.44,17883.58,135311.07,103.24,12009.78,9643.48,487.78
1514,2018-04-15,Atlanta,0.91,360778.53,44943.74,2390.12,273133.37,92955.24,2840.82
1516,2018-04-15,Baltimore/Washington,1.3,114200.22,555861.5,4804.81,272289.23,9982.35,1410.0
1518,2018-04-15,Boise,1.12,45419.35,4819.3,10634.69,25229.55,22851.35,288.25
1520,2018-04-15,Boston,1.31,29631.12,571454.34,1979.86,80444.25,33942.31,1600.0
1522,2018-04-15,Buffalo/Rochester,1.15,17830.24,93723.87,96.54,17320.7,80443.38,646.67
1526,2018-04-15,Charlotte,1.25,84016.93,86116.47,6222.09,93567.44,13145.3,0.0
1528,2018-04-15,Chicago,1.41,103605.71,502229.66,171913.76,129397.61,19504.67,1546.94
1530,2018-04-15,Cincinnati/Dayton,0.97,55720.17,33002.23,41729.76,158827.32,44195.58,8060.16
1532,2018-04-15,Columbus,0.87,87293.64,31329.39,3629.68,171804.12,26862.1,850.32
1534,2018-04-15,Dallas/FtWorth,0.85,657111.17,268724.46,8545.19,293621.86,274685.74,15776.69
1536,2018-04-15,Denver,1.01,189260.31,247643.78,17625.3,149655.74,407740.6,34.41
1538,2018-04-15,Detroit,0.97,163968.74,73845.62,70543.77,356974.44,13229.96,29688.48
1540,2018-04-15,GrandRapids,1.53,9847.47,91582.26,76549.59,30850.45,5790.31,21367.56
1542,2018-04-15,GreatLakes,1.12,981454.25,1258985.64,540491.84,1894258.7,310174.85,106598.17
1544,2018-04-15,Harrisburg/Scranton,1.12,86919.6,159931.45,329.42,113599.44,3718.64,2112.23
1546,2018-04-15,Hartford/Springfield,1.27,20507.97,402853.68,596.08,60938.09,4244.38,1726.94
1548,2018-04-15,Houston,0.56,908447.55,167700.63,4964.09,1060453.43,105270.68,471.11
1550,2018-04-15,Indianapolis,1.01,63244.64,52523.49,7907.09,127550.17,17703.9,3139.83
1552,2018-04-15,Jacksonville,1.07,153053.55,13988.38,700.09,32169.62,50925.84,140.0
1554,2018-04-15,LasVegas,1.01,83022.6,117601.97,7026.1,83343.3,98854.66,422.74
1556,2018-04-15,LosAngeles,1.01,1114196.83,432868.7,69670.73,1191137.62,58918.76,30269.69
1558,2018-04-15,Louisville,0.95,39105.23,27436.82,425.4,59090.52,14133.3,1137.45
1560,2018-04-15,Miami/FtLauderdale,1.1,732180.25,83742.32,2577.02,97251.33,72302.76,973.33
1564,2018-04-15,Nashville,0.91,130764.33,12648.95,872.74,122079.39,26351.82,2539.41
1566,2018-04-15,NewOrleans/Mobile,0.95,228455.72,23376.12,3129.32,111757.36,17424.06,361.67
1568,2018-04-15,NewYork,1.22,84068.23,2298420.69,3006.66,526973.72,37933.32,3386.45
1572,2018-04-15,NorthernNewEngland,1.19,49644.89,400112.78,1542.64,29092.0,76822.04,1072.23
1574,2018-04-15,Orlando,1.09,372755.67,35892.55,2256.8,89914.18,68395.33,176.67
1576,2018-04-15,Philadelphia,1.21,53636.72,471568.52,1623.36,185365.84,24294.61,2227.38
1578,2018-04-15,Phoenix/Tucson,0.74,460395.37,282474.66,15241.8,251730.76,292073.62,5009.99
1580,2018-04-15,Pittsburgh,1.27,42151.95,21029.69,2081.94,45690.62,40841.55,13.33
1582,2018-04-15,Plains,1.08,954236.46,769597.2,12047.45,623430.22,60096.28,2425.1
1584,2018-04-15,Portland,1.04,70225.43,274462.7,17717.33,141850.91,212148.28,889.44
1586,2018-04-15,Raleigh/Greensboro,1.19,116949.09,120073.75,5735.37,142694.85,12812.32,2.22
1588,2018-04-15,Richmond/Norfolk,1.01,70622.83,107175.07,2651.69,135544.45,16047.77,1400.0
1590,2018-04-15,Roanoke,0.96,57709.13,47906.28,420.76,91597.49,16710.84,829.85
1592,2018-04-15,Sacramento,1.14,197569.34,295355.71,949.62,71798.31,1446.77,4947.86
1594,2018-04-15,SanDiego,1.18,150158.45,129717.56,16781.9,171637.12,8733.59,2153.33
1596,2018-04-15,SanFrancisco,1.13,435699.38,461266.16,2130.76,131445.18,665.77,3270.78
1598,2018-04-15,Seattle,1.28,100780.2,165283.29,1339.08,154786.47,145389.42,824.1
1600,2018-04-15,SouthCarolina,1.05,262592.75,81089.05,4301.78,128609.93,53159.98,4027.41
1602,2018-04-15,SouthCentral,0.75,3725076.5,1187617.79,39310.42,2782797.55,853592.93,57890.61
1606,2018-04-15,Spokane,1.16,22500.09,31736.43,679.61,26063.95,25727.41,97.79
1608,2018-04-15,StLouis,1.22,73204.66,8539.31,804.91,76362.78,14038.37,1468.87
1610,2018-04-15,Syracuse,1.28,11655.48,57308.39,196.0,11710.69,23751.76,0.0
1612,2018-04-15,Tampa,1.09,422259.36,48398.7,1752.91,103613.94,70292.31,170.0
1618,2018-04-15,WestTex/NewMexico,0.83,481993.02,165592.75,9908.7,161527.15,166951.02,2121.11
1620,2018-04-22,Albany,1.3,16190.21,84374.85,775.9,13138.34,5791.5,586.67
1622,2018-04-22,Atlanta,0.98,327918.34,41921.15,2466.27,246474.11,78406.97,2630.52
1624,2018-04-22,Baltimore/Washington,1.45,99934.92,519573.67,5397.0,280137.35,7900.2,1583.33
1626,2018-04-22,Boise,1.19,45398.31,3946.52,14090.37,26460.94,19716.9,325.64
1628,2018-04-22,Boston,1.3,26889.95,532260.87,2034.19,86727.58,39871.21,1787.78
1630,2018-04-22,Buffalo/Rochester,1.16,14973.6,79210.03,99.82,22155.75,73860.94,753.34
1634,2018-04-22,Charlotte,1.31,76052.77,87053.03,6375.69,94507.87,10703.08,0.0
1636,2018-04-22,Chicago,1.44,84457.0,465263.89,173936.99,133251.66,17081.41,1957.5
1638,2018-04-22,Cincinnati/Dayton,0.87,92304.18,21507.69,11339.02,210216.96,26615.49,114.03
1640,2018-04-22,Columbus,0.85,80778.52,20153.24,3435.47,140526.93,30596.39,37.26
1642,2018-04-22,Dallas/FtWorth,0.79,738941.62,266508.61,8722.16,274557.92,265140.66,24470.61
1644,2018-04-22,Denver,1.13,187662.24,219369.36,29752.94,151479.64,398342.88,0.0
1646,2018-04-22,Detroit,0.93,159760.74,47245.66,32904.59,305565.79,29061.43,14110.44
1648,2018-04-22,GrandRapids,1.32,3662.81,105139.06,37699.7,59598.13,5077.12,10828.21
1650,2018-04-22,GreatLakes,1.09,955835.11,1107519.01,356015.28,1845073.2,309028.93,52559.93
1652,2018-04-22,Harrisburg/Scranton,1.1,79874.96,138643.17,298.51,115330.6,3756.14,1928.89
1654,2018-04-22,Hartford/Springfield,1.27,20538.02,292431.48,450.57,69038.53,3433.58,1782.22
1656,2018-04-22,Houston,0.5,1069350.16,149526.68,4865.53,1011308.54,100230.71,585.55
1658,2018-04-22,Indianapolis,0.96,67078.28,39175.35,5710.22,127546.65,15513.71,1793.27
1660,2018-04-22,Jacksonville,1.14,128513.57,10730.59,780.38,33962.59,36820.61,73.33
1662,2018-04-22,LasVegas,0.99,82096.64,133768.13,6961.8,76024.11,131214.46,546.12
1664,2018-04-22,LosAngeles,1.08,1025580.65,528589.43,63289.77,1135114.76,35877.38,57112.69
1666,2018-04-22,Louisville,1.08,26393.54,21758.74,315.35,41701.67,20978.18,1240.48
1668,2018-04-22,Miami/FtLauderdale,1.38,481335.42,50893.64,1317.01,103636.59,84433.44,134.44
1672,2018-04-22,Nashville,0.99,115474.59,11309.51,1022.19,113090.79,26335.28,2484.66
1674,2018-04-22,NewOrleans/Mobile,1.0,191688.9,23133.77,3175.0,98207.89,15799.51,308.33
1676,2018-04-22,NewYork,1.32,76576.06,1219503.06,787.04,596691.35,19226.93,3388.68
1680,2018-04-22,NorthernNewEngland,1.16,49813.73,374439.93,1975.4,35552.88,54736.6,1227.78
1682,2018-04-22,Orlando,1.22,300087.64,24609.82,2468.96,89486.91,52284.2,213.33
1684,2018-04-22,Philadelphia,1.26,50862.56,268484.88,493.06,205895.06,15980.11,1935.36
1686,2018-04-22,Phoenix/Tucson,0.77,538106.78,275565.8,13854.36,223920.92,198945.87,5874.99
1688,2018-04-22,Pittsburgh,1.29,41354.17,20711.17,1903.84,44001.65,42515.35,3.33
1690,2018-04-22,Plains,1.05,952761.91,627802.38,13419.15,721861.62,51500.25,15634.18
1692,2018-04-22,Portland,1.04,79581.03,333707.07,19726.73,135670.44,187228.19,1640.42
1694,2018-04-22,Raleigh/Greensboro,1.25,115510.04,114770.91,6085.09,134537.99,12119.89,5.55
1696,2018-04-22,Richmond/Norfolk,1.19,61496.12,98523.31,2578.29,113238.59,17450.29,2433.33
1698,2018-04-22,Roanoke,1.07,49703.92,39739.1,470.01,79742.14,17768.05,1199.51
1700,2018-04-22,Sacramento,1.15,155567.66,358683.09,936.54,59635.37,1751.66,7241.75
1702,2018-04-22,SanDiego,1.13,142432.79,185700.69,15493.81,158846.84,7676.12,2270.0
1704,2018-04-22,SanFrancisco,0.97,270423.2,955734.78,1624.46,101299.73,881.52,4261.06
1706,2018-04-22,Seattle,1.23,147691.93,212078.27,1472.59,122807.1,185982.94,1453.56
1708,2018-04-22,SouthCarolina,1.13,222700.53,75058.4,4582.96,131332.08,36874.04,3157.96
1710,2018-04-22,SouthCentral,0.71,4130867.94,1051789.12,38885.72,2604855.25,809183.58,76852.8
1714,2018-04-22,Spokane,1.11,30961.1,41005.17,550.74,21609.04,26865.69,233.93
1716,2018-04-22,StLouis,1.31,76290.96,11039.84,817.58,73044.1,9705.62,11843.67
1718,2018-04-22,Syracuse,1.19,9674.6,42876.68,536.03,9473.88,26994.44,0.0
1720,2018-04-22,Tampa,1.34,328850.96,32772.03,1705.47,85161.04,57883.33,166.67
1726,2018-04-22,WestTex/NewMexico,0.81,485837.02,238638.82,12623.93,133774.33,211135.45,2498.84
1728,2018-04-29,Albany,0.95,20434.59,124306.73,62.75,17861.52,7630.01,394.44
1730,2018-04-29,Atlanta,0.98,361052.47,40992.11,2241.25,231651.1,128842.49,2092.23
1732,2018-04-29,Baltimore/Washington,1.11,112374.92,854671.32,6209.62,270669.27,12296.52,60.0
1734,2018-04-29,Boise,1.19,46666.75,4029.44,13051.92,26234.97,21224.86,100.19
1736,2018-04-29,Boston,1.08,26040.67,730367.87,1100.96,83226.21,40942.24,1930.0
1738,2018-04-29,Buffalo/Rochester,1.16,18315.85,82542.49,64.56,17134.64,75085.86,654.44
1742,2018-04-29,Charlotte,1.26,88734.27,92065.33,6392.03,100120.52,17414.08,1.11
1744,2018-04-29,Chicago,1.45,67346.3,437465.46,172602.28,123696.08,18648.56,1369.22
1746,2018-04-29,Cincinnati/Dayton,0.89,79271.94,26266.39,9349.53,197690.65,15890.08,141.92
1748,2018-04-29,Columbus,1.01,52829.19,23273.14,3688.9,77188.99,38308.23,9.38
1750,2018-04-29,Dallas/FtWorth,0.85,674131.83,179488.66,7407.26,318137.7,124395.86,18389.85
1752,2018-04-29,Denver,1.14,198818.47,214184.88,16782.37,171567.44,368780.73,1.11
1754,2018-04-29,Detroit,1.14,93285.3,49179.81,39956.28,199363.28,27213.69,14877.04
1756,2018-04-29,GrandRapids,1.5,2934.81,74364.33,46019.94,41229.37,5830.21,12160.55
1758,2018-04-29,GreatLakes,1.21,697966.52,1073237.17,387268.63,1291842.65,413076.14,54443.3
1760,2018-04-29,Harrisburg/Scranton,1.09,87068.21,149428.06,461.31,112264.59,5022.38,2316.66
1762,2018-04-29,Hartford/Springfield,1.1,17312.52,403849.14,394.98,75882.42,1440.58,2037.77
1764,2018-04-29,Houston,0.78,603714.79,247557.65,7174.88,477091.99,106421.21,468.89
1766,2018-04-29,Indianapolis,1.18,37834.74,41106.97,6186.32,71385.81,18814.02,1955.11
1768,2018-04-29,Jacksonville,1.08,164344.06,14100.24,747.25,41572.7,58872.59,80.0
1770,2018-04-29,LasVegas,1.09,90855.41,124813.67,7449.64,87879.46,84504.64,572.22
1772,2018-04-29,LosAngeles,1.06,1042854.85,772407.22,69147.43,1180496.53,32636.18,68164.35
1774,2018-04-29,Louisville,1.09,30382.38,22229.93,290.1,40044.24,22114.49,1454.45
1776,2018-04-29,Miami/FtLauderdale,1.11,716245.53,83811.58,1692.64,122406.65,144296.76,96.67
1780,2018-04-29,Nashville,1.0,128304.93,11488.61,1018.6,111093.76,39894.66,2093.33
1782,2018-04-29,NewOrleans/Mobile,0.97,228700.64,24109.92,3084.0,109811.42,20205.61,383.33
1784,2018-04-29,NewYork,1.13,79588.14,1525333.63,730.79,841609.78,33777.4,3812.93
1788,2018-04-29,NorthernNewEngland,1.05,43577.69,431900.36,1177.56,32903.66,65904.08,1184.44
1790,2018-04-29,Orlando,1.08,376130.4,36491.57,2388.2,99212.92,89385.64,216.67
1792,2018-04-29,Philadelphia,1.13,53018.91,271103.57,673.43,283411.14,24744.62,2311.11
1794,2018-04-29,Phoenix/Tucson,0.71,653502.64,272551.44,13261.26,239807.88,188254.97,4881.11
1796,2018-04-29,Pittsburgh,0.99,63924.7,26737.89,2628.11,38685.05,72296.98,20.0
1798,2018-04-29,Plains,1.1,951221.42,671829.8,22281.92,665169.94,64202.37,16183.5
1800,2018-04-29,Portland,1.16,76793.88,303275.95,19593.77,135205.74,201335.1,1242.63
1802,2018-04-29,Raleigh/Greensboro,1.23,125820.43,121024.08,6048.48,135535.06,16176.39,1.11
1804,2018-04-29,Richmond/Norfolk,1.18,58386.1,115451.21,2746.82,125042.82,23312.94,276.67
1806,2018-04-29,Roanoke,1.08,50077.1,45273.77,460.45,78176.82,20998.25,503.33
1808,2018-04-29,Sacramento,1.34,147202.39,253728.49,979.37,69915.49,2317.62,5414.0
1810,2018-04-29,SanDiego,1.06,137094.31,267253.97,16056.62,149416.57,8080.29,2910.0
1812,2018-04-29,SanFrancisco,1.44,208864.27,426989.35,1761.65,129591.86,252.19,3919.69
1814,2018-04-29,Seattle,1.43,99270.62,162524.87,1308.39,146776.63,151309.76,528.12
1816,2018-04-29,SouthCarolina,1.09,263653.33,80270.8,4543.92,130750.37,62190.21,3124.44
1818,2018-04-29,SouthCentral,0.86,3287421.1,1053432.72,40551.47,1842906.83,505287.53,65052.38
1822,2018-04-29,Spokane,1.27,23589.63,28876.34,487.56,26558.44,21323.13,87.44
1824,2018-04-29,StLouis,1.23,100380.18,11130.4,650.71,79527.98,12757.54,12375.36
1826,2018-04-29,Syracuse,1.05,11601.87,54174.74,168.0,7659.66,26988.4,0.0
1828,2018-04-29,Tampa,1.1,454561.43,53075.55,1824.15,92277.4,105785.06,190.0
1834,2018-04-29,WestTex/NewMexico,0.84,487558.2,157514.77,9682.25,166527.06,147615.09,2502.22
1836,2018-05-06,Albany,1.09,19613.6,158074.08,194.48,14405.25,2258.72,630.28
1838,2018-05-06,Atlanta,0.83,555643.88,50123.87,2646.48,359891.85,144091.47,3016.67
1840,2018-05-06,Baltimore/Washington,1.04,144669.46,875764.21,7636.36,374342.77,14182.59,193.33
1842,2018-05-06,Boise,1.01,72777.74,5644.99,10658.57,28181.0,28899.07,34.11
1844,2018-05-06,Boston,1.07,33402.52,781710.93,1089.85,96954.41,36599.6,1924.44
1846,2018-05-06,Buffalo/Rochester,1.12,17063.47,105108.38,128.05,18250.94,81503.16,1080.0
1850,2018-05-06,Charlotte,0.93,97209.58,140064.93,7034.47,203734.24,17860.57,1.11
1852,2018-05-06,Chicago,1.03,173205.76,888523.81,176808.41,137145.05,27874.25,1816.81
1854,2018-05-06,Cincinnati/Dayton,0.73,149794.12,50908.39,17667.4,264709.59,22334.4,77.36
1856,2018-05-06,Columbus,0.74,140345.44,46356.27,7716.64,160436.36,47951.91,34.94
1858,2018-05-06,Dallas/FtWorth,0.69,981185.41,261943.81,8333.21,586525.7,103747.07,19174.45
1860,2018-05-06,Denver,0.94,215263.19,401440.6,14591.22,150153.18,512197.23,0.0
1862,2018-05-06,Detroit,0.79,272152.76,104921.43,120334.12,324690.23,19686.59,45157.63
1864,2018-05-06,GrandRapids,1.03,4737.91,144143.3,110032.15,32741.25,4516.58,27059.26
1866,2018-05-06,GreatLakes,0.87,1699936.0,2002016.44,677077.54,2101793.75,456985.01,121782.84
1868,2018-05-06,Harrisburg/Scranton,1.08,95982.08,203448.51,598.38,122087.75,5709.37,2421.02
1870,2018-05-06,Hartford/Springfield,1.07,22645.59,532183.14,1183.6,70604.4,5863.3,1828.87
1872,2018-05-06,Houston,0.62,1070754.76,165066.97,4716.97,909763.4,125364.19,1094.44
1874,2018-05-06,Indianapolis,0.84,113742.68,75670.69,9695.88,112697.0,22821.03,1485.97
1876,2018-05-06,Jacksonville,0.94,200574.52,17231.21,863.81,52886.16,81380.42,276.67
1878,2018-05-06,LasVegas,1.03,101631.11,148709.68,10958.84,80902.65,135152.27,713.33
1880,2018-05-06,LosAngeles,0.84,1597424.84,701162.62,71431.52,2011254.18,137804.97,57209.37
1882,2018-05-06,Louisville,0.85,68013.95,28880.78,314.93,76572.65,21545.32,1569.63
1884,2018-05-06,Miami/FtLauderdale,0.96,904640.07,106692.43,2050.1,122202.46,195762.14,220.0
1888,2018-05-06,Nashville,0.78,224951.53,17620.4,1019.19,167865.35,36067.62,2471.11
1890,2018-05-06,NewOrleans/Mobile,0.93,270909.37,31936.34,3216.0,114035.31,26786.6,976.67
1892,2018-05-06,NewYork,1.18,100918.95,2938207.28,5071.74,569204.33,53858.96,4005.67
1896,2018-05-06,NorthernNewEngland,0.95,62514.54,783924.96,1047.99,37279.64,31923.49,1293.33
1898,2018-05-06,Orlando,0.95,489577.93,47140.36,2413.72,103124.05,109332.85,573.33
1900,2018-05-06,Philadelphia,1.19,61022.68,536095.28,1186.33,202017.82,34285.06,2181.45
1902,2018-05-06,Phoenix/Tucson,0.68,718786.81,362371.73,16333.47,205328.99,363848.95,5993.34
1904,2018-05-06,Pittsburgh,0.97,78192.59,35056.29,3271.76,37541.64,80100.27,63.33
1906,2018-05-06,Plains,0.91,1603547.56,901110.33,16163.1,902113.09,79785.65,12143.4
1908,2018-05-06,Portland,0.91,92089.98,502567.33,21893.12,157001.47,281963.47,745.93
1910,2018-05-06,Raleigh/Greensboro,0.91,154942.66,187490.29,6989.28,253608.47,16679.9,0.0
1912,2018-05-06,Richmond/Norfolk,0.81,122473.52,200689.91,2706.88,206040.49,41594.36,600.0
1914,2018-05-06,Roanoke,0.78,91242.42,88887.54,617.85,137347.21,33635.41,531.11
1916,2018-05-06,Sacramento,0.89,239937.6,492858.71,876.71,76925.2,1835.34,6620.09
1918,2018-05-06,SanDiego,0.83,192311.64,268307.79,16457.61,246911.78,70075.17,1795.55
1920,2018-05-06,SanFrancisco,0.87,449327.43,1016977.0,2084.07,153510.72,414.24,4329.49
1922,2018-05-06,Seattle,1.14,173288.95,283864.22,2022.4,150987.02,356005.31,515.94
1924,2018-05-06,SouthCarolina,0.92,333679.95,121034.35,5045.71,191649.77,74475.44,3528.89
1926,2018-05-06,SouthCentral,0.7,5114198.2,1195083.71,40333.32,3339666.12,498813.87,64653.51
1930,2018-05-06,Spokane,1.09,35704.08,50218.57,2506.44,24554.21,38330.52,94.3
1932,2018-05-06,StLouis,1.04,159076.15,9551.57,776.66,124584.92,25523.13,8992.68
1934,2018-05-06,Syracuse,1.09,12284.78,63510.57,333.64,10503.51,28826.28,0.0
1936,2018-05-06,Tampa,0.95,547096.41,67799.38,1790.65,98687.17,123854.87,400.0
1942,2018-05-06,WestTex/NewMexico,0.79,522254.44,308178.4,17432.48,163758.04,200547.42,2653.33
1944,2018-05-13,Albany,1.26,17401.16,97654.08,102.24,21239.35,4413.26,613.33
1946,2018-05-13,Atlanta,0.88,389662.86,38773.86,2356.61,290031.42,95886.43,2210.0
1948,2018-05-13,Baltimore/Washington,1.21,110543.5,710433.19,16919.57,249688.08,12366.19,96.67
1950,2018-05-13,Boise,1.12,47996.15,5674.48,11987.94,25806.23,26407.28,86.52
1952,2018-05-13,Boston,1.09,29898.55,724162.93,966.74,95608.5,31914.67,1976.67
1954,2018-05-13,Buffalo/Rochester,1.13,18256.01,84677.89,106.28,27283.72,73149.86,843.33
1958,2018-05-13,Charlotte,1.23,82331.63,83052.05,6355.81,110260.91,13237.38,0.0
1960,2018-05-13,Chicago,1.21,104787.38,509295.96,170505.56,136319.9,17232.39,1587.25
1962,2018-05-13,Cincinnati/Dayton,0.84,98402.02,27297.53,14751.47,150412.67,15576.37,75.51
1964,2018-05-13,Columbus,0.81,85823.85,25345.99,4764.52,118613.76,35209.86,17.99
1966,2018-05-13,Dallas/FtWorth,0.75,769665.74,216147.49,9271.91,522969.94,89091.3,19325.48
1968,2018-05-13,Denver,0.93,196880.53,254419.46,18414.49,150627.99,528961.4,0.0
1970,2018-05-13,Detroit,0.96,146822.07,49441.52,45447.22,276542.69,15774.6,8516.91
1972,2018-05-13,GrandRapids,1.44,3372.66,73354.21,46572.64,50212.63,3409.6,12720.59
1974,2018-05-13,GreatLakes,1.03,1042439.17,1113940.91,398194.14,1698065.65,319565.58,46806.36
1976,2018-05-13,Harrisburg/Scranton,1.06,98220.74,187960.19,506.86,117234.27,5023.05,2773.17
1978,2018-05-13,Hartford/Springfield,1.12,23455.12,393654.53,494.31,75769.0,2145.33,1915.56
1980,2018-05-13,Houston,0.54,868040.37,167908.14,4423.57,933354.91,116826.69,757.78
1982,2018-05-13,Indianapolis,0.96,66548.45,39339.78,7372.43,116368.79,16387.42,1895.71
1984,2018-05-13,Jacksonville,1.15,110626.2,10774.1,638.34,38308.64,47656.64,150.0
1986,2018-05-13,LasVegas,1.03,93458.54,126320.84,6558.62,73484.4,84849.14,646.67
1988,2018-05-13,LosAngeles,0.92,1278277.84,399397.03,71842.4,1471852.68,60427.89,62471.4
1990,2018-05-13,Louisville,0.92,41977.36,21649.12,292.24,49226.18,23111.36,1118.89
1992,2018-05-13,Miami/FtLauderdale,1.37,497729.55,49841.14,1932.36,114720.95,77062.1,153.33
1996,2018-05-13,Nashville,0.88,152730.86,10897.05,1021.18,113640.61,34957.81,2607.78
1998,2018-05-13,NewOrleans/Mobile,1.09,190194.96,20846.97,3198.0,103778.93,16539.74,533.33
2000,2018-05-13,NewYork,1.16,76075.46,1556935.15,1051.67,790721.83,28291.55,4460.0
2004,2018-05-13,NorthernNewEngland,1.03,46755.18,442879.63,842.56,34630.47,41472.82,1150.0
2006,2018-05-13,Orlando,1.23,282391.16,24753.96,2352.98,87191.21,62074.37,340.0
2008,2018-05-13,Philadelphia,1.19,56062.09,337649.77,912.2,234587.67,21991.11,2406.53
2010,2018-05-13,Phoenix/Tucson,0.72,627209.88,249062.52,13381.87,196250.48,230560.63,5550.0
2012,2018-05-13,Pittsburgh,0.99,77576.74,32737.3,3447.64,34497.68,52870.74,20.0
2014,2018-05-13,Plains,1.09,982516.72,590952.85,11506.23,679277.27,72710.72,1858.71
2016,2018-05-13,Portland,1.11,88217.4,288969.35,17796.76,123797.45,268190.76,588.16
2018,2018-05-13,Raleigh/Greensboro,1.13,125270.54,106551.17,6504.67,161579.02,13265.94,10.0
2020,2018-05-13,Richmond/Norfolk,0.96,82833.56,111125.55,2218.49,152196.88,24908.97,333.33
2022,2018-05-13,Roanoke,0.9,58613.27,46037.84,501.31,111492.77,16667.85,503.33
2024,2018-05-13,Sacramento,1.24,191712.67,248330.64,837.59,80397.16,1005.77,6668.58
