,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi,phdi,zndx,pmdi,cdd,sp01,sp02,sp03,sp06,sp09,sp12,sp24,tmin,tmax
6393,2019-09-15,San Diego,1.41,78854.11,82441.14,11359.21,204823.13,93484.13,2412.8,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6394,2019-09-01,San Diego,1.49,101507.19,107558.88,15830.52,249928.96,72568.39,3223.27,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6395,2019-09-08,Sacramento,1.61,121663.42,197626.14,2018.32,97231.33,18128.86,8493.33,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6396,2019-09-29,Sacramento,1.23,122898.89,258116.09,1695.7,68686.0,54222.87,1327.5,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6397,2019-09-22,Sacramento,1.39,139151.44,190511.32,1844.26,80244.95,31052.9,3330.79,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6398,2019-09-15,Sacramento,1.42,153772.21,223289.89,1863.6,82347.59,33789.17,7908.6,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6399,2019-09-01,Sacramento,1.6,118398.26,252632.41,2115.91,84721.64,15062.77,8603.98,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6400,2019-09-08,Roanoke,1.12,63196.36,31946.1,84.46,80317.02,25249.37,1450.01,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6401,2019-09-29,Roanoke,1.24,44832.97,27562.61,116.67,56799.27,33028.86,1566.98,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6402,2019-09-22,Roanoke,1.28,46534.66,28255.05,124.91,44593.33,31981.1,1951.38,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6403,2019-09-15,Roanoke,1.26,47171.54,31272.11,35.89,55186.27,34983.64,911.21,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6404,2019-09-01,Roanoke,1.1,56831.8,32132.72,168.19,94289.46,34915.93,2751.28,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6405,2019-09-08,Richmond/Norfolk,1.15,99485.14,72140.06,1871.34,119347.34,28526.86,1356.67,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6406,2019-09-29,Richmond/Norfolk,1.25,76087.24,66864.23,1818.57,85150.47,38723.42,2059.5,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6407,2019-09-22,Richmond/Norfolk,1.27,78694.2,60305.0,1895.06,79052.79,35253.11,4597.58,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6408,2019-09-15,Richmond/Norfolk,1.29,76481.68,62165.78,1659.9,86198.27,42435.32,1407.77,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6409,2019-09-01,Richmond/Norfolk,1.13,86771.0,72989.75,2169.19,136394.64,24395.78,6103.33,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6410,2019-09-08,Raleigh/Greensboro,1.26,171140.85,57871.83,6312.87,105275.0,55537.46,5.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6411,2019-09-29,Raleigh/Greensboro,1.27,137619.11,59542.75,6798.57,89146.71,43129.54,0.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6412,2019-09-22,Raleigh/Greensboro,1.28,140420.99,53578.1,6884.48,85767.26,47045.76,6.67,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6413,2019-09-15,Raleigh/Greensboro,1.3,137960.53,52535.55,6194.65,94522.21,64982.85,1.11,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6414,2019-09-01,Raleigh/Greensboro,1.28,131957.35,60095.79,6361.83,103537.92,83798.16,41.1,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6415,2019-09-08,Portland,1.62,85796.54,100145.21,6796.95,188876.13,116773.9,10363.06,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6416,2019-09-29,Portland,1.35,60274.25,122978.55,9759.58,176408.49,172714.54,9179.96,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6417,2019-09-22,Portland,1.36,56981.2,135238.94,7950.62,169599.65,197434.58,13774.2,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6418,2019-09-15,Portland,1.44,68573.98,113067.44,8534.74,178732.7,171663.55,12506.67,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6419,2019-09-01,Portland,1.35,62797.63,183818.06,9041.21,235976.06,118936.25,13541.59,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6420,2019-09-08,Pittsburgh,1.12,39151.11,16841.42,414.96,33018.51,38556.32,700.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6421,2019-09-29,Pittsburgh,1.0,57248.48,19389.68,695.09,25958.05,81618.83,854.78,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6422,2019-09-22,Pittsburgh,1.31,28557.04,15514.81,382.73,33834.82,37184.36,780.07,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6423,2019-09-15,Pittsburgh,1.29,28930.21,17626.5,424.74,32551.6,38431.61,463.18,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6424,2019-09-01,Pittsburgh,1.27,30343.27,15960.0,560.54,29238.07,49655.17,1273.33,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6425,2019-09-08,Phoenix/Tucson,1.05,477962.32,174324.69,5310.58,313113.95,244982.02,41.72,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6426,2019-09-29,Phoenix/Tucson,0.9,239569.66,363479.47,3263.59,218270.92,482130.93,0.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6427,2019-09-22,Phoenix/Tucson,0.94,325487.42,247601.94,4453.7,234245.79,381812.65,22.22,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6428,2019-09-15,Phoenix/Tucson,0.93,342879.43,295417.02,4600.09,237637.97,486691.85,0.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6429,2019-09-01,Phoenix/Tucson,0.94,424456.0,259405.69,4646.3,240891.0,406966.47,3367.28,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6430,2019-09-08,Philadelphia,1.37,29920.37,351173.99,8587.06,166367.65,23933.29,476.38,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6431,2019-09-29,Philadelphia,1.29,20832.18,307200.22,1051.6,121789.62,23752.46,1528.9,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6432,2019-09-22,Philadelphia,1.34,21297.67,288480.44,1240.69,130549.43,25618.65,3505.55,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6433,2019-09-15,Philadelphia,1.27,33079.5,323876.63,2556.75,131996.89,28968.39,602.63,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6434,2019-09-01,Philadelphia,1.36,27784.82,397124.21,6842.94,97473.55,43366.3,4136.83,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6435,2019-09-08,Orlando,1.07,136115.98,9762.5,2818.15,121776.13,114794.69,3438.89,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6436,2019-09-29,Orlando,1.09,203404.45,15279.55,2902.93,130079.71,172120.98,205.81,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6437,2019-09-22,Orlando,1.09,178840.85,12774.6,3457.0,138005.27,183601.23,222.23,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6438,2019-09-15,Orlando,1.1,197554.2,12104.15,2945.0,135884.23,210727.56,1912.22,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6439,2019-09-01,Orlando,1.0,156495.45,12357.66,3075.39,212226.61,108293.99,5582.22,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6440,2019-09-08,Northern New England,1.43,32440.2,376229.21,292.05,26723.09,44964.73,3653.33,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6441,2019-09-29,Northern New England,1.11,12144.9,579532.86,215.53,21246.83,30769.34,1372.29,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6442,2019-09-22,Northern New England,1.34,11439.32,394122.13,184.65,23876.26,32533.83,1262.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6443,2019-09-15,Northern New England,1.41,23909.52,380381.31,147.29,23636.23,28777.14,1627.27,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6444,2019-09-01,Northern New England,1.41,33349.29,346167.99,360.2,23983.98,39693.93,1244.44,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6445,2019-09-08,New York,1.48,46363.54,1334915.65,49386.84,403692.48,86146.83,601.11,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6446,2019-09-29,New York,1.5,34025.36,1094064.91,9426.99,355545.96,84738.09,1332.65,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6447,2019-09-22,New York,1.54,32812.79,970678.23,11534.35,379736.21,76523.01,3788.28,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6448,2019-09-15,New York,1.5,46973.87,1029644.09,14120.02,381520.13,82691.21,531.05,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6449,2019-09-01,New York,1.51,48718.37,1585800.14,40330.31,324431.3,110318.33,4908.15,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6450,2019-09-08,New Orleans/Mobile,1.06,145001.59,16869.03,561.21,84579.39,46243.89,3022.22,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6451,2019-09-29,New Orleans/Mobile,0.97,160282.53,16934.01,1300.01,101737.24,45634.2,8352.76,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6452,2019-09-22,New Orleans/Mobile,1.04,147992.62,17206.68,831.8,91521.77,46198.81,7296.67,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6453,2019-09-15,New Orleans/Mobile,1.04,137079.3,11076.26,748.54,107033.9,48786.79,4818.89,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6454,2019-09-01,New Orleans/Mobile,1.07,140800.9,14785.36,692.0,102668.32,46406.68,3075.55,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6455,2019-09-08,Nashville,1.09,102496.82,7304.47,403.0,134361.11,33435.67,2800.08,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6456,2019-09-29,Nashville,1.18,73789.75,30254.1,304.77,84685.27,46810.48,3184.86,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6457,2019-09-22,Nashville,1.19,79499.62,22444.03,356.62,83238.22,45610.88,3233.78,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6458,2019-09-15,Nashville,1.21,97935.95,7517.95,406.93,118731.46,31291.44,713.63,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6459,2019-09-01,Nashville,1.07,106362.06,6260.77,402.07,129852.88,31284.06,4172.47,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6460,2019-09-08,Miami/Ft. Lauderdale,1.13,301191.39,23610.28,3470.64,150375.7,228400.46,7990.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6461,2019-09-29,Miami/Ft. Lauderdale,1.11,333884.14,30298.81,3220.11,165911.02,413764.2,1.11,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6462,2019-09-22,Miami/Ft. Lauderdale,1.12,308380.57,26321.41,3576.21,181173.79,407041.36,51.1,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6463,2019-09-15,Miami/Ft. Lauderdale,1.12,360433.34,28902.26,3202.87,166172.67,421108.13,2035.55,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6464,2019-09-01,Miami/Ft. Lauderdale,1.07,309918.83,25531.57,3729.79,239348.41,173959.92,10655.56,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6465,2019-09-08,Louisville,1.14,27909.81,15199.31,381.28,59643.21,22081.79,944.72,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6466,2019-09-29,Louisville,1.29,22011.19,11447.64,142.09,53466.29,19884.38,1469.91,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6467,2019-09-22,Louisville,1.41,17224.66,12871.15,146.78,32065.85,23944.88,1010.34,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6468,2019-09-15,Louisville,1.42,20015.12,11267.55,188.65,37172.88,24667.52,506.58,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6469,2019-09-01,Louisville,1.15,32073.32,10365.19,182.76,60680.07,23807.1,1391.77,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6470,2019-09-08,Los Angeles,1.24,816573.87,203971.97,67132.48,1571237.87,269013.54,84570.71,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6471,2019-09-29,Los Angeles,1.11,832959.51,191322.33,53266.89,1540800.4,311255.6,77773.23,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6472,2019-09-22,Los Angeles,1.25,847807.44,192289.89,48176.19,1278422.56,385221.15,79002.61,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6473,2019-09-15,Los Angeles,1.32,766312.36,158982.94,53866.02,1309283.57,303174.53,78449.27,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6474,2019-09-01,Los Angeles,1.31,861750.91,245694.61,89548.83,1583927.96,232148.92,126401.4,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6475,2019-09-08,Las Vegas,1.28,81222.67,46758.54,661.6,114651.76,78805.46,238.08,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6476,2019-09-29,Las Vegas,1.03,57700.59,67882.53,630.71,83532.23,170729.21,785.56,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6477,2019-09-22,Las Vegas,1.1,58203.2,67018.08,635.52,87112.32,119960.18,364.14,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6478,2019-09-15,Las Vegas,1.13,62857.5,60518.27,537.18,90689.93,146794.36,3.07,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6479,2019-09-01,Las Vegas,1.31,62363.47,47613.6,512.14,110688.43,79170.85,556.67,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6480,2019-09-08,Jacksonville,1.09,64899.44,7152.69,637.7,39636.0,79188.2,1669.99,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6481,2019-09-29,Jacksonville,1.08,82602.92,9814.32,612.02,45025.63,108675.42,3702.22,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6482,2019-09-22,Jacksonville,1.12,81355.29,8847.78,641.82,39231.38,108408.08,2790.0,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6483,2019-09-15,Jacksonville,1.13,81900.99,6863.51,723.35,40477.08,116487.2,603.33,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6484,2019-09-01,Jacksonville,1.07,88933.61,8415.37,577.88,71596.09,54187.93,4810.74,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6485,2019-09-08,Indianapolis,0.98,58308.52,68446.81,4516.43,123643.37,30582.43,4516.62,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6486,2019-09-29,Indianapolis,1.03,57023.54,45932.49,2438.12,126870.57,23937.22,810.42,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6487,2019-09-22,Indianapolis,1.01,52140.29,56592.89,4178.43,106740.99,34051.92,2457.71,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6488,2019-09-15,Indianapolis,1.06,48503.21,45996.11,4249.61,110380.81,25397.07,3793.6,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6489,2019-09-01,Indianapolis,1.2,43894.29,39977.1,4692.06,104980.74,17787.9,10132.01,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6490,2019-09-08,Houston,0.95,582703.5,118925.81,2332.42,209384.66,323282.72,16232.22,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6491,2019-09-29,Houston,0.92,430109.47,228059.16,10506.64,163329.96,397103.75,12238.68,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6492,2019-09-22,Houston,0.88,456204.94,276835.47,2944.68,137032.31,566611.1,11297.79,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6493,2019-09-15,Houston,0.91,443915.44,291658.62,2688.46,202619.24,597099.54,5677.78,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6494,2019-09-01,Houston,0.82,612816.46,92145.38,2395.08,335429.63,342277.07,9864.29,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6495,2019-09-08,Hartford/Springfield,1.53,7334.42,242327.44,9095.24,36024.12,9105.2,2666.67,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6496,2019-09-29,Hartford/Springfield,1.53,8166.29,217092.6,3969.82,36093.53,8481.81,1128.54,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6497,2019-09-22,Hartford/Springfield,1.34,7044.91,272088.7,5747.24,36846.8,7694.68,997.91,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6498,2019-09-15,Hartford/Springfield,1.49,7137.92,223101.84,4060.37,39835.32,8269.02,662.57,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6499,2019-09-01,Hartford/Springfield,1.52,7563.49,258645.11,12702.55,31716.73,15732.21,676.75,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6500,2019-09-08,Harrisburg/Scranton,1.26,46817.69,163100.53,569.35,89961.81,7227.55,1854.45,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6501,2019-09-29,Harrisburg/Scranton,1.2,40855.51,175095.61,269.48,49912.6,11278.52,1976.99,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6502,2019-09-22,Harrisburg/Scranton,1.22,44266.95,168286.84,328.94,56510.87,10957.75,3845.97,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6503,2019-09-15,Harrisburg/Scranton,1.19,42140.79,163665.47,273.95,70313.67,8680.64,1097.99,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6504,2019-09-01,Harrisburg/Scranton,1.22,46144.42,182884.07,767.67,61037.83,18646.87,3924.89,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6505,2019-09-08,Great Lakes,1.09,771965.51,1030269.99,375465.43,1655814.46,535087.4,139363.21,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6506,2019-09-29,Great Lakes,1.09,780825.52,911252.7,198310.58,1548053.12,700701.48,40248.66,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6507,2019-09-22,Great Lakes,1.21,659028.99,772406.05,190163.67,1259899.81,552973.32,64967.59,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6508,2019-09-15,Great Lakes,1.2,682875.86,734772.16,178953.64,1409407.23,469170.25,71947.63,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6509,2019-09-01,Great Lakes,1.22,695232.68,1029647.22,212777.59,1400728.23,602275.53,122281.44,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6510,2019-09-08,Grand Rapids,1.25,10111.43,59307.42,77854.96,26889.44,385.33,28575.72,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6511,2019-09-29,Grand Rapids,1.49,4104.77,42823.2,36671.32,43171.9,4990.62,8908.55,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6512,2019-09-22,Grand Rapids,1.67,6399.79,41861.6,33941.08,24989.21,3261.24,11517.51,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
6513,2019-09-15,Grand Rapids,1.58,9569.5,35393.03,30602.49,36443.59,322.76,13343.6,0.61,68.9,-0.17,1.97,0.43,1.53,157,0.74,0.42,0.18,0.74,1.4,1.03,0.03,55.3,82.5
