,date,geography,avg_price,units_4046,units_4225,units_4770,s_bags,l_bags,xl_bags,pcp,tavg,pdsi
4042,2018-08-12,Denver,1.62,5247.04,2464.8,141.35,12197.31,7800.85,0.0,0.04,76.4,-2.71
4043,2018-08-05,Dallas/Ft. Worth,1.57,4959.31,912.53,0.0,18579.67,2626.17,0.0,0.04,76.4,-2.71
4044,2018-08-26,Dallas/Ft. Worth,1.58,6100.42,855.72,0.0,20613.59,3503.72,0.0,0.04,76.4,-2.71
4045,2018-08-19,Dallas/Ft. Worth,1.63,5733.55,1011.93,0.0,18485.5,3974.46,0.0,0.04,76.4,-2.71
4046,2018-08-12,Dallas/Ft. Worth,1.6,5430.62,694.66,0.0,20422.56,3076.15,0.0,0.04,76.4,-2.71
4047,2018-08-05,Columbus,1.17,950.09,2416.91,0.0,8285.16,6079.16,0.0,0.04,76.4,-2.71
4048,2018-08-26,Columbus,1.69,586.2,1866.8,0.0,3156.51,2529.39,0.0,0.04,76.4,-2.71
4049,2018-08-19,Columbus,1.7,601.96,2270.13,0.0,3675.93,1393.53,0.0,0.04,76.4,-2.71
4050,2018-08-12,Columbus,1.55,613.59,2304.2,0.0,4097.67,1481.84,0.0,0.04,76.4,-2.71
4051,2018-08-05,Cincinnati/Dayton,1.6,770.49,6038.88,0.0,1671.65,14366.0,0.0,0.04,76.4,-2.71
4052,2018-08-26,Cincinnati/Dayton,1.83,956.35,5027.29,0.0,1510.26,3964.41,0.0,0.04,76.4,-2.71
4053,2018-08-19,Cincinnati/Dayton,1.84,889.01,7056.43,0.0,1725.3,7879.07,0.0,0.04,76.4,-2.71
4054,2018-08-12,Cincinnati/Dayton,1.86,796.12,6851.54,0.0,1485.69,4396.71,0.0,0.04,76.4,-2.71
4055,2018-08-05,Chicago,1.55,213.45,14543.52,0.0,21831.05,1267.45,0.0,0.04,76.4,-2.71
4056,2018-08-26,Chicago,1.79,338.64,19429.09,0.0,25864.9,130.92,0.0,0.04,76.4,-2.71
4057,2018-08-19,Chicago,1.71,395.18,18414.06,0.0,26724.39,250.15,0.0,0.04,76.4,-2.71
4058,2018-08-12,Chicago,1.58,355.23,14931.92,0.0,25363.5,186.84,0.0,0.04,76.4,-2.71
4059,2018-08-05,Charlotte,2.14,8.91,5852.02,126.48,4893.94,143.33,0.0,0.04,76.4,-2.71
4060,2018-08-26,Charlotte,1.88,64.57,6097.05,107.95,6344.14,1086.86,0.0,0.04,76.4,-2.71
4061,2018-08-19,Charlotte,2.21,30.43,5457.75,157.18,3481.81,1251.74,0.0,0.04,76.4,-2.71
4062,2018-08-12,Charlotte,2.07,33.93,5342.47,93.65,4497.64,874.42,0.0,0.04,76.4,-2.71
4063,2018-08-05,Buffalo/Rochester,1.17,288.51,139.52,0.0,5308.38,8284.08,0.0,0.04,76.4,-2.71
4064,2018-08-26,Buffalo/Rochester,1.16,377.53,147.92,0.0,14206.99,99.63,0.0,0.04,76.4,-2.71
4065,2018-08-19,Buffalo/Rochester,1.15,318.87,160.99,0.0,12597.1,4613.12,0.0,0.04,76.4,-2.71
4066,2018-08-12,Buffalo/Rochester,1.16,266.9,165.39,0.0,4231.12,11051.85,0.0,0.04,76.4,-2.71
4067,2018-08-05,Boston,1.71,24.31,2272.57,0.0,26765.0,4236.52,0.0,0.04,76.4,-2.71
4068,2018-08-26,Boston,1.65,337.37,1982.11,0.0,23483.32,7175.83,0.0,0.04,76.4,-2.71
4069,2018-08-19,Boston,1.67,25.35,2342.88,0.0,26932.77,5317.2,0.0,0.04,76.4,-2.71
4070,2018-08-12,Boston,1.71,11.79,2302.18,0.0,18634.98,5934.04,0.0,0.04,76.4,-2.71
4071,2018-08-05,Boise,1.8,0.0,1344.78,0.0,879.8,1282.9,0.0,0.04,76.4,-2.71
4072,2018-08-26,Boise,2.15,0.0,1838.28,0.0,793.6,371.1,0.0,0.04,76.4,-2.71
4073,2018-08-19,Boise,1.96,0.0,1074.18,0.0,418.85,1667.27,0.0,0.04,76.4,-2.71
4074,2018-08-12,Boise,1.69,0.0,957.49,0.0,1195.09,2240.38,0.0,0.04,76.4,-2.71
4075,2018-08-05,Baltimore/Washington,1.52,1138.16,5502.34,53.8,30458.06,802.77,0.0,0.04,76.4,-2.71
4076,2018-08-26,Baltimore/Washington,1.54,1047.28,5660.82,63.73,33217.93,386.91,0.0,0.04,76.4,-2.71
4077,2018-08-19,Baltimore/Washington,1.55,995.02,5910.52,101.62,30818.44,400.89,0.0,0.04,76.4,-2.71
4078,2018-08-12,Baltimore/Washington,1.5,1029.55,5310.31,51.37,30052.92,392.95,0.0,0.04,76.4,-2.71
4079,2018-08-05,Atlanta,1.66,151.55,5848.85,0.0,6392.64,13715.83,0.0,0.04,76.4,-2.71
4080,2018-08-26,Atlanta,1.66,243.39,6180.36,0.0,6566.91,4110.67,0.0,0.04,76.4,-2.71
4081,2018-08-19,Atlanta,1.4,207.71,7091.63,0.0,11132.47,3289.77,0.0,0.04,76.4,-2.71
4082,2018-08-12,Atlanta,1.45,210.0,8464.93,0.0,6498.09,6140.68,0.0,0.04,76.4,-2.71
4083,2018-08-05,Albany,1.71,45.94,433.47,0.0,2187.61,3.33,0.0,0.04,76.4,-2.71
4084,2018-08-26,Albany,1.71,99.4,473.34,0.0,1445.7,70.0,0.0,0.04,76.4,-2.71
4085,2018-08-19,Albany,1.64,30.7,516.02,0.0,2133.63,26.66,0.0,0.04,76.4,-2.71
4086,2018-08-12,Albany,1.65,17.66,434.39,0.0,1841.71,43.33,0.0,0.04,76.4,-2.71
4087,2018-09-09,West Tex/New Mexico,1.66,7892.85,4015.78,50.01,12790.04,640.01,0.0,0.06,71.1,-2.93
4088,2018-09-30,West Tex/New Mexico,1.57,4480.66,3356.59,2.94,23235.1,423.26,0.0,0.06,71.1,-2.93
4089,2018-09-23,West Tex/New Mexico,1.63,5061.49,4047.62,5.87,19997.8,344.02,0.0,0.06,71.1,-2.93
4090,2018-09-02,West Tex/New Mexico,1.67,6799.67,4072.99,2.95,9829.16,606.66,0.0,0.06,71.1,-2.93
4091,2018-09-16,West Tex/New Mexico,1.57,4222.51,3008.94,0.0,22307.12,216.4,0.0,0.06,71.1,-2.93
4092,2018-09-09,Tampa,1.33,274.9,1206.28,0.0,15105.05,29.8,0.0,0.06,71.1,-2.93
4093,2018-09-30,Tampa,1.45,172.01,653.21,0.0,7308.89,125.26,0.0,0.06,71.1,-2.93
4094,2018-09-23,Tampa,1.52,328.48,1269.73,0.0,8549.65,3373.95,0.0,0.06,71.1,-2.93
4095,2018-09-02,Tampa,1.28,156.33,815.62,0.0,15998.35,0.0,0.0,0.06,71.1,-2.93
4096,2018-09-16,Tampa,1.46,364.53,2029.3,0.0,10346.15,1575.99,0.0,0.06,71.1,-2.93
4097,2018-09-09,Syracuse,1.28,148.36,217.74,0.0,5570.96,0.0,0.0,0.06,71.1,-2.93
4098,2018-09-30,Syracuse,1.28,75.16,218.5,0.0,3620.72,1031.43,0.0,0.06,71.1,-2.93
4099,2018-09-23,Syracuse,1.26,64.83,304.59,0.0,5796.83,26.67,0.0,0.06,71.1,-2.93
4100,2018-09-02,Syracuse,1.3,269.85,243.94,0.0,4901.31,13.33,0.0,0.06,71.1,-2.93
4101,2018-09-16,Syracuse,1.26,77.44,193.36,0.0,4235.41,0.0,0.0,0.06,71.1,-2.93
4102,2018-09-09,St. Louis,2.05,1052.09,4051.78,17.59,2820.15,16.67,0.0,0.06,71.1,-2.93
4103,2018-09-30,St. Louis,1.63,1216.02,2769.53,3.51,4875.56,0.0,0.0,0.06,71.1,-2.93
4104,2018-09-23,St. Louis,1.66,1302.21,3696.63,24.61,5610.84,76.67,0.0,0.06,71.1,-2.93
4105,2018-09-02,St. Louis,1.75,1666.89,3445.64,23.17,5832.91,69.51,0.0,0.06,71.1,-2.93
4106,2018-09-16,St. Louis,1.81,1168.51,3678.93,29.85,4114.58,16.67,0.0,0.06,71.1,-2.93
4107,2018-09-09,Spokane,2.08,217.49,1589.97,4.22,1124.53,2362.19,7.04,0.06,71.1,-2.93
4108,2018-09-30,Spokane,2.13,273.88,1987.24,0.0,241.11,2420.98,0.0,0.06,71.1,-2.93
4109,2018-09-23,Spokane,2.26,287.98,2406.27,0.0,406.08,2339.57,14.22,0.06,71.1,-2.93
4110,2018-09-02,Spokane,2.14,292.77,1979.28,0.0,943.45,1918.82,0.0,0.06,71.1,-2.93
4111,2018-09-16,Spokane,2.11,235.58,1763.66,0.0,1006.34,2203.65,0.0,0.06,71.1,-2.93
4112,2018-09-09,South Central,1.36,34447.86,5875.68,0.0,98958.19,18984.24,0.0,0.06,71.1,-2.93
4113,2018-09-30,South Central,1.48,26000.37,5125.6,0.0,85516.7,22897.81,0.0,0.06,71.1,-2.93
4114,2018-09-23,South Central,1.33,29146.94,6424.13,0.0,91361.72,15058.95,0.0,0.06,71.1,-2.93
4115,2018-09-02,South Central,1.36,36456.15,5938.23,0.0,101698.94,18987.25,0.0,0.06,71.1,-2.93
4116,2018-09-16,South Central,1.3,30864.27,8676.0,0.0,109556.47,9210.09,0.0,0.06,71.1,-2.93
4117,2018-09-09,South Carolina,1.67,41.51,5542.92,96.93,10408.33,683.84,0.0,0.06,71.1,-2.93
4118,2018-09-30,South Carolina,1.57,81.02,4367.63,59.48,14305.05,1361.72,0.0,0.06,71.1,-2.93
4119,2018-09-23,South Carolina,1.64,62.13,5224.73,90.34,12286.1,2375.99,0.0,0.06,71.1,-2.93
4120,2018-09-02,South Carolina,1.64,81.46,4963.48,100.06,10752.02,2308.49,0.0,0.06,71.1,-2.93
4121,2018-09-16,South Carolina,1.66,74.66,3926.98,30.98,9751.69,1166.99,0.0,0.06,71.1,-2.93
4122,2018-09-09,Seattle,2.23,1386.71,20051.77,11.91,2302.37,41320.99,20.58,0.06,71.1,-2.93
4123,2018-09-30,Seattle,2.03,1253.4,20011.82,9.31,1115.69,49164.73,91.66,0.06,71.1,-2.93
4124,2018-09-23,Seattle,2.32,1162.47,15183.96,21.31,1746.75,20315.09,103.57,0.06,71.1,-2.93
4125,2018-09-02,Seattle,2.26,1548.23,18892.86,54.39,2805.16,38941.97,377.36,0.06,71.1,-2.93
4126,2018-09-16,Seattle,2.27,1300.14,16338.87,47.67,2640.18,22939.3,0.0,0.06,71.1,-2.93
4127,2018-09-09,San Francisco,2.22,9170.71,9928.3,0.0,15213.05,26.66,0.0,0.06,71.1,-2.93
4128,2018-09-30,San Francisco,2.03,8153.89,8706.13,0.0,20436.67,103.33,0.0,0.06,71.1,-2.93
4129,2018-09-23,San Francisco,2.16,8667.63,8499.36,0.0,13266.79,33.34,0.0,0.06,71.1,-2.93
4130,2018-09-02,San Francisco,2.39,9794.5,10344.38,0.0,9751.11,3.33,0.0,0.06,71.1,-2.93
4131,2018-09-16,San Francisco,2.14,9120.04,9472.17,1.52,20026.26,116.66,0.0,0.06,71.1,-2.93
4132,2018-09-09,San Diego,2.01,4425.23,9181.03,0.0,3766.23,10.0,0.0,0.06,71.1,-2.93
4133,2018-09-30,San Diego,1.85,3585.44,9791.89,0.0,8519.63,0.0,0.0,0.06,71.1,-2.93
4134,2018-09-23,San Diego,1.86,4288.28,9824.82,0.0,5829.31,19.29,0.0,0.06,71.1,-2.93
4135,2018-09-02,San Diego,2.03,3513.35,11833.48,0.0,6687.44,16.66,0.0,0.06,71.1,-2.93
4136,2018-09-16,San Diego,2.06,5114.25,9851.49,0.0,2864.19,6.67,0.0,0.06,71.1,-2.93
4137,2018-09-09,Sacramento,1.89,2148.46,3424.21,0.0,5550.82,56.66,0.0,0.06,71.1,-2.93
4138,2018-09-30,Sacramento,1.94,1967.18,2963.92,0.0,3736.23,266.67,0.0,0.06,71.1,-2.93
4139,2018-09-23,Sacramento,1.92,2096.28,3020.77,0.0,3593.9,323.33,0.0,0.06,71.1,-2.93
4140,2018-09-02,Sacramento,1.94,2514.04,3272.79,0.0,4540.14,83.33,0.0,0.06,71.1,-2.93
4141,2018-09-16,Sacramento,2.0,2316.23,2839.15,0.0,4301.63,183.34,0.0,0.06,71.1,-2.93
4142,2018-09-09,Roanoke,1.8,250.48,1609.31,0.0,3175.46,1334.15,0.0,0.06,71.1,-2.93
4143,2018-09-30,Roanoke,1.71,25.37,1653.59,0.0,4337.49,2471.69,0.0,0.06,71.1,-2.93
4144,2018-09-23,Roanoke,1.79,173.89,1644.22,0.0,2592.48,2095.72,0.0,0.06,71.1,-2.93
4145,2018-09-02,Roanoke,1.78,268.9,1711.79,0.0,2721.71,2214.93,0.0,0.06,71.1,-2.93
4146,2018-09-16,Roanoke,1.83,357.37,1732.74,0.0,2738.89,599.74,0.0,0.06,71.1,-2.93
4147,2018-09-09,Richmond/Norfolk,1.46,39.6,3708.28,76.61,12675.23,2161.89,0.0,0.06,71.1,-2.93
4148,2018-09-30,Richmond/Norfolk,1.49,36.03,3087.28,16.19,11497.82,2386.83,0.0,0.06,71.1,-2.93
4149,2018-09-23,Richmond/Norfolk,1.5,23.04,3324.35,62.34,9653.1,2388.2,0.0,0.06,71.1,-2.93
4150,2018-09-02,Richmond/Norfolk,1.49,69.36,3762.45,52.84,9292.61,2266.16,0.0,0.06,71.1,-2.93
4151,2018-09-16,Richmond/Norfolk,1.49,51.62,3472.77,37.06,7413.87,536.74,0.0,0.06,71.1,-2.93
4152,2018-09-09,Raleigh/Greensboro,2.6,35.79,7506.97,151.97,7807.56,693.43,0.0,0.06,71.1,-2.93
4153,2018-09-30,Raleigh/Greensboro,2.28,50.7,5505.48,93.17,10279.35,390.3,0.0,0.06,71.1,-2.93
4154,2018-09-23,Raleigh/Greensboro,2.35,49.82,6135.04,98.0,7451.62,753.74,0.0,0.06,71.1,-2.93
4155,2018-09-02,Raleigh/Greensboro,2.33,44.38,6484.52,120.18,7463.01,297.46,0.0,0.06,71.1,-2.93
4156,2018-09-16,Raleigh/Greensboro,2.25,41.06,5597.07,111.23,9044.44,300.22,0.0,0.06,71.1,-2.93
4157,2018-09-09,Portland,2.24,1363.34,8824.58,0.0,4461.75,15928.66,7.68,0.06,71.1,-2.93
4158,2018-09-30,Portland,2.06,1086.0,8498.3,0.0,1007.15,20759.76,1.93,0.06,71.1,-2.93
4159,2018-09-23,Portland,2.25,1196.4,8005.63,0.0,1764.97,14863.47,61.92,0.06,71.1,-2.93
4160,2018-09-02,Portland,2.25,1353.72,9394.57,1.73,4376.4,16965.18,42.31,0.06,71.1,-2.93
4161,2018-09-16,Portland,2.24,1378.61,8364.43,0.0,2371.78,13850.74,11.54,0.06,71.1,-2.93
4162,2018-09-09,Pittsburgh,1.48,1500.04,10.91,0.0,13684.53,3.33,0.0,0.06,71.1,-2.93
4163,2018-09-30,Pittsburgh,1.5,1557.56,3.68,0.0,10218.82,0.0,0.0,0.06,71.1,-2.93
4164,2018-09-23,Pittsburgh,1.48,1393.69,9.26,0.0,11690.01,10.0,0.0,0.06,71.1,-2.93
4165,2018-09-02,Pittsburgh,1.48,1995.35,10.92,0.0,12616.74,0.0,0.0,0.06,71.1,-2.93
4166,2018-09-16,Pittsburgh,1.46,1181.97,7.37,0.0,12578.11,3.33,0.0,0.06,71.1,-2.93
4167,2018-09-09,Phoenix/Tucson,1.54,7493.32,4059.61,0.0,13670.77,192.9,0.0,0.06,71.1,-2.93
4168,2018-09-30,Phoenix/Tucson,1.4,3387.95,3945.89,0.0,26359.61,0.0,0.0,0.06,71.1,-2.93
4169,2018-09-23,Phoenix/Tucson,1.6,3287.45,4003.7,0.0,13927.5,56.24,0.0,0.06,71.1,-2.93
4170,2018-09-02,Phoenix/Tucson,1.55,6933.25,4187.58,0.0,10412.85,15.83,0.0,0.06,71.1,-2.93
4171,2018-09-16,Phoenix/Tucson,1.55,3357.27,4109.77,0.0,16958.81,52.91,0.0,0.06,71.1,-2.93
4172,2018-09-09,Philadelphia,1.64,3279.07,3194.41,8.28,18867.92,10.0,0.0,0.06,71.1,-2.93
4173,2018-09-30,Philadelphia,1.63,2928.91,2832.07,5.4,19289.1,23.86,0.0,0.06,71.1,-2.93
4174,2018-09-23,Philadelphia,1.64,3042.89,2989.5,12.99,18343.98,41.29,0.0,0.06,71.1,-2.93
4175,2018-09-02,Philadelphia,1.69,3085.26,2731.42,3.22,19738.21,10.0,0.0,0.06,71.1,-2.93
4176,2018-09-16,Philadelphia,1.66,3528.62,3337.97,6.08,17787.32,120.54,0.0,0.06,71.1,-2.93
4177,2018-09-09,Orlando,1.4,349.27,1862.64,0.0,16356.45,87.6,0.0,0.06,71.1,-2.93
4178,2018-09-30,Orlando,1.43,267.3,763.44,0.0,8634.2,364.63,0.0,0.06,71.1,-2.93
4179,2018-09-23,Orlando,1.56,383.57,1702.79,0.0,10839.27,3116.64,0.0,0.06,71.1,-2.93
4180,2018-09-02,Orlando,1.32,240.25,1261.33,0.0,18989.86,3.33,0.0,0.06,71.1,-2.93
4181,2018-09-16,Orlando,1.52,358.86,1631.33,0.0,11933.84,3324.74,0.0,0.06,71.1,-2.93
4182,2018-09-09,Northern New England,1.56,0.0,4999.04,0.0,19385.43,6264.01,0.0,0.06,71.1,-2.93
4183,2018-09-30,Northern New England,1.55,0.0,4283.95,0.0,17717.45,5120.32,0.0,0.06,71.1,-2.93
4184,2018-09-23,Northern New England,1.55,0.0,4565.1,0.0,18183.93,5546.4,0.0,0.06,71.1,-2.93
4185,2018-09-02,Northern New England,1.53,1.0,3169.16,0.0,19230.84,6266.82,0.0,0.06,71.1,-2.93
4186,2018-09-16,Northern New England,1.55,0.0,4084.6,0.0,15729.14,4842.0,0.0,0.06,71.1,-2.93
4187,2018-09-09,New York,1.95,14675.33,13827.92,1176.76,69486.87,8.89,0.0,0.06,71.1,-2.93
4188,2018-09-30,New York,1.92,12466.84,12582.18,221.31,66879.64,38.42,0.0,0.06,71.1,-2.93
4189,2018-09-23,New York,1.95,13294.86,13531.47,207.64,61323.18,213.91,0.0,0.06,71.1,-2.93
4190,2018-09-02,New York,1.95,15787.83,15663.77,354.27,60851.44,0.0,0.0,0.06,71.1,-2.93
4191,2018-09-16,New York,1.95,14891.5,13684.5,770.13,57205.35,7.38,0.0,0.06,71.1,-2.93
4192,2018-09-09,New Orleans/Mobile,1.55,491.69,201.38,0.0,2557.45,586.66,0.0,0.06,71.1,-2.93
4193,2018-09-30,New Orleans/Mobile,1.54,573.09,139.94,0.0,2230.01,889.14,0.0,0.06,71.1,-2.93
4194,2018-09-23,New Orleans/Mobile,1.56,470.6,187.18,0.0,2267.79,1721.3,0.0,0.06,71.1,-2.93
4195,2018-09-02,New Orleans/Mobile,1.45,497.81,136.8,0.0,1628.6,506.66,0.0,0.06,71.1,-2.93
4196,2018-09-16,New Orleans/Mobile,1.41,495.1,225.04,0.0,1818.88,671.58,0.0,0.06,71.1,-2.93
4197,2018-09-09,Nashville,1.72,45.96,2349.81,0.0,3210.22,837.15,0.0,0.06,71.1,-2.93
4198,2018-09-30,Nashville,1.57,34.87,2492.32,0.0,3419.78,4636.79,0.0,0.06,71.1,-2.93
4199,2018-09-23,Nashville,1.59,69.9,2549.29,0.0,3719.83,2267.62,0.0,0.06,71.1,-2.93
4200,2018-09-02,Nashville,1.78,49.72,2478.42,0.0,1957.81,3932.36,0.0,0.06,71.1,-2.93
4201,2018-09-16,Nashville,1.76,62.4,2261.32,0.0,2954.14,3344.73,0.0,0.06,71.1,-2.93
4202,2018-09-09,Miami/Ft. Lauderdale,1.19,115.38,6.09,0.0,17075.91,13.33,0.0,0.06,71.1,-2.93
4203,2018-09-30,Miami/Ft. Lauderdale,1.37,424.74,5.44,0.0,7047.78,0.0,0.0,0.06,71.1,-2.93
4204,2018-09-23,Miami/Ft. Lauderdale,1.26,459.53,9.33,0.0,11110.0,46.67,0.0,0.06,71.1,-2.93
4205,2018-09-02,Miami/Ft. Lauderdale,1.22,143.12,3.88,0.0,19446.66,0.0,0.0,0.06,71.1,-2.93
4206,2018-09-16,Miami/Ft. Lauderdale,1.14,233.96,6.77,0.0,15077.78,43.33,0.0,0.06,71.1,-2.93
4207,2018-09-09,Louisville,1.74,3.96,1210.93,0.0,916.25,326.84,0.0,0.06,71.1,-2.93
4208,2018-09-30,Louisville,1.51,1.32,1485.02,0.0,1410.09,2168.69,0.0,0.06,71.1,-2.93
4209,2018-09-23,Louisville,1.51,10.63,1500.32,0.0,1558.48,1048.73,0.0,0.06,71.1,-2.93
4210,2018-09-02,Louisville,1.75,0.0,1314.31,0.0,827.05,2365.0,0.0,0.06,71.1,-2.93
4211,2018-09-16,Louisville,1.72,1.32,977.98,0.0,961.96,1497.68,0.0,0.06,71.1,-2.93
4212,2018-09-09,Los Angeles,1.83,16856.84,25834.74,0.0,49910.79,126.85,0.0,0.06,71.1,-2.93
4213,2018-09-30,Los Angeles,1.67,19405.67,28306.04,0.0,66678.86,61.57,0.0,0.06,71.1,-2.93
4214,2018-09-23,Los Angeles,1.69,21171.57,33461.86,0.0,55053.24,101.55,0.0,0.06,71.1,-2.93
4215,2018-09-02,Los Angeles,1.92,22648.0,33803.29,0.0,43165.8,313.04,0.0,0.06,71.1,-2.93
4216,2018-09-16,Los Angeles,1.85,20292.46,28358.73,0.0,48741.79,149.12,0.0,0.06,71.1,-2.93
4217,2018-09-09,Las Vegas,1.75,4798.14,2453.64,0.0,6653.33,63.34,0.0,0.06,71.1,-2.93
4218,2018-09-30,Las Vegas,1.67,2662.38,2623.7,0.0,10646.68,0.0,0.0,0.06,71.1,-2.93
4219,2018-09-23,Las Vegas,1.74,2734.62,2428.69,0.0,8621.31,20.0,0.0,0.06,71.1,-2.93
4220,2018-09-02,Las Vegas,1.83,6727.29,3140.04,0.0,3043.96,9.03,0.0,0.06,71.1,-2.93
4221,2018-09-16,Las Vegas,1.74,2547.22,2750.09,0.0,9997.92,23.33,0.0,0.06,71.1,-2.93
4222,2018-09-09,Jacksonville,1.56,144.53,1094.74,0.0,4526.67,13.98,0.0,0.06,71.1,-2.93
4223,2018-09-30,Jacksonville,1.53,112.41,601.69,11.88,2844.44,145.22,0.0,0.06,71.1,-2.93
4224,2018-09-23,Jacksonville,1.68,218.27,1280.71,5.28,2856.66,3392.18,0.0,0.06,71.1,-2.93
4225,2018-09-02,Jacksonville,1.39,139.32,1059.6,2.63,6164.4,8.13,0.0,0.06,71.1,-2.93
4226,2018-09-16,Jacksonville,1.43,116.07,723.51,2.64,3636.21,762.4,0.0,0.06,71.1,-2.93
4227,2018-09-09,Indianapolis,1.52,510.6,1672.74,0.0,2731.37,3745.26,0.0,0.06,71.1,-2.93
4228,2018-09-30,Indianapolis,1.47,317.76,1389.5,0.0,3938.39,4206.99,0.0,0.06,71.1,-2.93
4229,2018-09-23,Indianapolis,1.48,417.4,1225.64,0.0,3660.3,3592.3,0.0,0.06,71.1,-2.93
4230,2018-09-02,Indianapolis,1.56,546.82,1767.26,0.0,3483.82,5319.58,0.0,0.06,71.1,-2.93
4231,2018-09-16,Indianapolis,1.56,600.03,1526.57,0.0,2171.69,3794.79,0.0,0.06,71.1,-2.93
4232,2018-09-09,Houston,1.05,9111.48,147.65,0.0,32463.1,546.66,0.0,0.06,71.1,-2.93
4233,2018-09-30,Houston,1.43,6201.2,188.38,0.0,21683.11,3876.66,0.0,0.06,71.1,-2.93
4234,2018-09-23,Houston,1.04,7790.86,158.61,0.0,23952.59,1526.66,0.0,0.06,71.1,-2.93
4235,2018-09-02,Houston,1.02,8705.89,70.68,0.0,30984.98,523.34,0.0,0.06,71.1,-2.93
4236,2018-09-16,Houston,1.04,8825.28,607.35,0.0,33108.54,570.0,0.0,0.06,71.1,-2.93
4237,2018-09-09,Hartford/Springfield,2.18,2481.58,2615.11,0.0,8694.43,13.33,0.0,0.06,71.1,-2.93
4238,2018-09-30,Hartford/Springfield,2.13,1914.72,1814.89,2.88,7810.15,0.0,0.0,0.06,71.1,-2.93
4239,2018-09-23,Hartford/Springfield,2.16,3206.23,1293.51,0.0,8191.7,3.33,0.0,0.06,71.1,-2.93
4240,2018-09-02,Hartford/Springfield,2.21,2404.81,3735.12,1.44,8493.74,3.33,0.0,0.06,71.1,-2.93
4241,2018-09-16,Hartford/Springfield,2.18,2897.64,1369.85,0.0,8023.72,10.0,0.0,0.06,71.1,-2.93
4242,2018-09-09,Harrisburg/Scranton,1.52,325.59,763.4,0.0,12128.1,6.66,0.0,0.06,71.1,-2.93
4243,2018-09-30,Harrisburg/Scranton,1.49,372.08,313.99,0.0,14032.9,26.71,0.0,0.06,71.1,-2.93
4244,2018-09-23,Harrisburg/Scranton,1.48,321.87,385.06,0.0,12313.57,143.69,0.0,0.06,71.1,-2.93
4245,2018-09-02,Harrisburg/Scranton,1.55,340.5,354.06,0.0,13730.13,13.33,0.0,0.06,71.1,-2.93
4246,2018-09-16,Harrisburg/Scranton,1.46,261.93,552.49,0.0,12628.73,120.41,0.0,0.06,71.1,-2.93
4247,2018-09-09,Great Lakes,1.63,6138.48,45178.12,14.61,108453.65,19561.33,0.0,0.06,71.1,-2.93
4248,2018-09-30,Great Lakes,1.64,5096.78,38483.22,3.28,109622.39,27582.91,0.0,0.06,71.1,-2.93
4249,2018-09-23,Great Lakes,1.63,6307.0,43933.81,14.77,114549.85,24796.93,0.0,0.06,71.1,-2.93
4250,2018-09-02,Great Lakes,1.64,6765.23,55047.94,3.26,92530.23,33083.07,0.0,0.06,71.1,-2.93
4251,2018-09-16,Great Lakes,1.66,6151.18,47206.94,6.53,104467.82,22828.07,0.0,0.06,71.1,-2.93
4252,2018-09-09,Grand Rapids,1.37,61.26,1370.53,0.0,9332.11,0.0,0.0,0.06,71.1,-2.93
4253,2018-09-30,Grand Rapids,1.37,45.07,1155.94,0.0,8553.47,22.62,0.0,0.06,71.1,-2.93
4254,2018-09-23,Grand Rapids,1.41,37.66,1487.75,0.0,8897.08,326.86,0.0,0.06,71.1,-2.93
4255,2018-09-02,Grand Rapids,1.26,21.66,1080.41,0.0,10154.73,47.62,0.0,0.06,71.1,-2.93
4256,2018-09-16,Grand Rapids,1.41,45.92,1430.74,0.0,8152.53,196.56,0.0,0.06,71.1,-2.93
4257,2018-09-09,Detroit,1.53,653.75,3519.6,0.0,7546.96,2569.69,0.0,0.06,71.1,-2.93
4258,2018-09-30,Detroit,1.57,513.49,2952.35,0.0,7274.86,3837.37,0.0,0.06,71.1,-2.93
4259,2018-09-23,Detroit,1.56,714.4,3405.82,0.0,7853.52,3935.38,0.0,0.06,71.1,-2.93
4260,2018-09-02,Detroit,1.59,711.98,3533.31,0.0,6467.68,4424.51,0.0,0.06,71.1,-2.93
4261,2018-09-16,Detroit,1.6,522.03,3811.84,0.0,5982.19,3846.19,0.0,0.06,71.1,-2.93
4262,2018-09-09,Denver,1.5,10522.76,1180.05,116.01,17533.08,20897.19,0.0,0.06,71.1,-2.93
4263,2018-09-30,Denver,1.51,6237.64,887.2,92.61,45901.08,11454.2,0.0,0.06,71.1,-2.93
4264,2018-09-23,Denver,1.56,4990.66,975.27,76.56,21014.18,23018.16,2.62,0.06,71.1,-2.93
4265,2018-09-02,Denver,1.57,16816.77,1716.71,129.25,8979.78,15342.54,2.61,0.06,71.1,-2.93
4266,2018-09-16,Denver,1.58,8117.91,1041.2,129.17,27243.21,24385.78,0.0,0.06,71.1,-2.93
4267,2018-09-09,Dallas/Ft. Worth,1.56,7549.04,748.53,0.0,17520.8,3451.02,0.0,0.06,71.1,-2.93
4268,2018-09-30,Dallas/Ft. Worth,1.42,5758.29,584.09,0.0,20661.3,4059.65,0.0,0.06,71.1,-2.93
4269,2018-09-23,Dallas/Ft. Worth,1.48,6263.72,976.73,0.0,16172.35,5736.89,0.0,0.06,71.1,-2.93
4270,2018-09-02,Dallas/Ft. Worth,1.52,8017.26,807.66,0.0,21346.55,3283.27,0.0,0.06,71.1,-2.93
